Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,English_Steam,Korean_Steam
,,,,,,,,,,
Akiho.Debauchery2-30,男,「オラッ！、ちゃんと最期までマンコ絞めろっ！」,「I want you to squeeze her pussy until the end! Squeeze her pussy till the end!」,「喔啦！、要好好緊緊地擠到最後一刻！」,「喔啦！、要好好紧紧地挤到最后一刻！」,「オラッ！、ちゃんと最期までマンコ絞めろっ！」,「來！好好地把陰道夾緊到最後！」,「来！好好地把阴道夹紧到最后！」,"""Keep squeezing until the very end!""","「자!, 제대로 마지막까지 보지 조여!」"
,,,,,,,,,,
Akiho.Debauchery2-31,明穂,「ガヒッ♥、へあっ♥、オ゛オ゛ッ♥」,"「Gahhhh, heh, ohh, ohh.」",「咕♥、喔♥、噢噢♥」,「咕♥、喔♥、噢噢♥」,「ガヒッ♥、へあっ♥、オ゛オ゛ッ♥」,「咳吸♥，哈啊♥，嗚喔喔♥」,「咳吸♥，哈啊♥，呜喔喔♥」,"""Guhhhh... Haaa♥ Ohhhh♥ Ohhhhhh♥""","「가힛♥, 헤앗♥, 오옷 오옷 옷♥」"
,,,,,,,,,,
Akiho.Debauchery2-32,,ドクッ、ドクッ…,"Doc, doc...",咚咚、咚咚…,咚咚、咚咚…,ドクッ、ドクッ…,咚！咚！……,咚！咚！ ……,"Throb, throb...","도큣, 도큣…"
,,,,,,,,,,
Akiho.Debauchery2-33,男,「ふう……全く手間かけさせやがって」,「You're making me go through all that trouble at .......」,「呼……真是讓我費盡心思」,「呼……真是让我费尽心思」,「ふう……全く手間かけさせやがって」,「呼……真是個麻煩的傢伙。」,「呼……真是个麻烦的家伙。」,"""That was a lot of work.""",「후우…… 정말 귀찮게 하네」
,Akiho debauchery2-5,,,,,,,,,
Akiho.Debauchery2-34,,そして男は再びタバコに火をつけ、明穂の首を握っていた手を放す,The man then lights up a cigarette again and releases his hand that was holding Akiho's neck,然後男人再次點燃香煙，放開了握住明穗脖子的手。,然后男人再次点燃香烟，放开了握住明穗脖子的手。,そして男は再びタバコに火をつけ、明穂の首を握っていた手を放す,接著男人再次點燃一根菸，放開了掐著明穗脖子的手。,接着男人再次点燃一根烟，放开了掐着明穗脖子的手。,The man lit a cigarette and let go of Akiho's neck.,"그리고 남자는 다시 담배에 불을 붙이고, 아키호의 목을 잡고 있던 손을 놓는다"
,,,,,,,,,,
Akiho.Debauchery2-35,明穂,「カヘッ♥、カヘッ♥、ゲホッ♥！……はあっ♥、はあっ♥」,"「Kaheh ♥, kaheh ♥, geh ♥! ...... is ah ♥, ah ♥.」",「咳♥、咳♥、咳嗽♥！……呼♥、呼♥」,「咳♥、咳♥、咳嗽♥！……呼♥、呼♥」,「カヘッ♥、カヘッ♥、ゲホッ♥！……はあっ♥、はあっ♥」,「咳哈♥，咳哈♥，咳咳♥！……哈啊♥，哈啊♥」,,"""Aggggghhh... Aghhhkkk... Haaaa♥ Haaaa♥""","「카헷♥, 카헷♥, 게홋♥!…… 하앗♥, 하앗♥」"
,Akiho debauchery2-6,,,,,,,#VALUE!,,
Akiho.Debauchery2-36,明穂,「ゴホッ、ゲホッ♥、チンポッ♥、もう一回くらさいっ♥、今度はもっと頑張るからっ♥」,"「Gosh, gee whiz, cock, give me one more time, I'll try harder this time.」",「咳嗽♥、咳嗽♥、噴嚏♥、再來一次打我吧♥、這次我會更努力的♥」,「咳嗽♥、咳嗽♥、喷嚏♥、再来一次打我吧♥、这次我会更努力的♥」,「ゴホッ、ゲホッ♥、チンポッ♥、もう一回くらさいっ♥、今度はもっと頑張るからっ♥」,「咳咳、咳咳♥，陰莖♥，再給我一次♥，這次我會更努力的♥！」,,"""Aghhh♥ Your cock...♥ One more time, please... ♥ I'll do my best♥""","「콜록, 게홋♥, 자지♥, 한 번 더 주세요♥, 이번엔 더 열심히 할 테니까♥」"
,,,,,,,,,,
Akiho.Debauchery2-37,明穂,「チンポハメられてる時が一番幸せっ♥、大好きっ♥、愛してるっ♥」,"「I'm the happiest when I'm getting fucked by a cock, I love you, I love you, I love you.」",「被插入時是最幸福的時刻♥，好喜歡♥，愛你♥」,「被插入时是最幸福的时刻♥，好喜欢♥，爱你♥」,「チンポハメられてる時が一番幸せっ♥、大好きっ♥、愛してるっ♥」,「被陰莖插的時候最幸福♥，最喜歡了♥，我愛你♥！」,「被阴茎插的时候最幸福♥，最喜欢了♥，我爱你♥！」,"""I feel the happiest when you're fucking me.♥ I love you♥""","「자지에 박힐 때가 제일 행복해♥, 너무 좋아♥, 사랑해♥」"
,,,,,,,,,,
Akiho.Debauchery2-38,男,「……………明穂さあ、お前もういいわ」,"「...............Akiho, come on, you're done.」",「……………明穗，你可以了」,「……………明穗，你可以了」,「……………明穂さあ、お前もういいわ」,「……………明穗啊，妳可以了。」,「……………明穗啊，妳可以了。」,"""...I think I'm done.""","「……………아키호 말이야, 너 이제 됐어」"
,Akiho debauchery2-7,,,,,,,,,
Akiho.Debauchery2-39,明穂,「……………え？」,「............... what?」,「……………嗯？」,「……………嗯？」,「……………え？」,「……………咦？」,「……………咦？」,"""...Huh?""",「……………에?」
,,,,,,,,,,
Akiho.Debauchery2-40,男,「なんか飽きたっていうかさー、めんどいんだわ」,"「I'm kind of tired of it. I mean, it's a pain in the ass.」",「有點膩了，或者說，有點煩人啦」,「有点腻了，或者说，有点烦人啦」,「なんか飽きたっていうかさー、めんどいんだわ」,「怎麼說呢，就是有點膩了，很麻煩。」,「怎么说呢，就是有点腻了，很麻烦。」,"""I've had enough, and you're starting to bug me.""","「뭐랄까 질렸다고 할까, 귀찮아」"
,,,,,,,,,,
Akiho.Debauchery2-41,男,「俺の時間も薬も酒もただじゃないわけ。なのに自分が気持ち良くなる事しか考えねえで…」,"「My time, my medicine, and my booze don't come for free. But all you think about is making yourself feel good...」",「我的時間、藥物和酒都不是無關緊要的。可你卻只想著自己感到愉快…」,「我的时间、药物和酒都不是无关紧要的。可你却只想著自己感到愉快…」,「俺の時間も薬も酒もただじゃないわけ。なのに自分が気持ち良くなる事しか考えねえで…」,「我的時間、藥物和酒都不是白來的。但妳卻只考慮自己爽……」,「我的时间、药物和酒都不是白来的。但妳却只考虑自己爽……」,"""My time, my drugs, and my booze are not free. But you only think about yourself...""",「내 시간도 약도 술도 공짜가 아니잖아. 그런데 자기가 기분 좋아지는 것만 생각하고…」
,,,,,,,,,,
Akiho.Debauchery2-42,男,「つーわけでもういいよ、バイバイ」,"「So I'm done, bye―bye.」",「這樣就好了，再見」,「这样就好了，再见」,「つーわけでもういいよ、バイバイ」,「所以呢，妳可以走了，拜拜。」,「所以呢，妳可以走了，拜拜。」,"""So I've had enough. Bye!""","「그런 이유로 이제 됐어, 바이바이」"
,,,,,,,,,,
Akiho.Debauchery2-43,明穂,「そんなっ！、やだっ！、このチンポハメてもらえないとアタシっ！」,"「No way! No! If you don't let me get fucked by this dick, I'm going to die!」",「這樣！不要！如果不讓我插進去，我就！」,「这样！不要！如果不让我插进去，我就！」,「そんなっ！、やだっ！、このチンポハメてもらえないとアタシっ！」,「怎麼會！不要！如果沒有這個陰莖插我，我會！」,「怎么会！不要！如果没有这个阴茎插我，我会！」,"""Wait, no! I can't live without your cock!""","「그런!, 싫어!, 이 자지 박히지 않으면 나!」"
,,,,,,,,,,
Akiho.Debauchery2-44,男,「………あー、じゃあさ、今度会う時金持ってこい」,"「......... ah, well, next time you see me, bring me some money.」",「………啊，那麼，下次見面時帶點錢來」,「………啊，那么，下次见面时带点钱来」,「………あー、じゃあさ、今度会う時金持ってこい」,「………啊，這樣吧，下次見面時帶錢來。」,「………啊，这样吧，下次见面时带钱来。」,"""...Then bring me money when you want to see me next time.""","「………아-, 그럼 말이야, 다음에 만날 때 돈 가져와」"
,,,,,,,,,,
Akiho.Debauchery2-45,明穂,「か、金…？ど、どうやって」,「Or money...? How?」,「錢...？怎、怎麼樣」,「钱...？怎、怎么样」,「か、金…？ど、どうやって」,「錢……？怎、怎麼辦？」,「钱……？怎、怎么办？」,"""M-Money? How...""","「도, 돈…? 어, 어떻게」"
,,,,,,,,,,
Akiho.Debauchery2-46,男,「その辺で適当な男ひっかけりゃいいだろ。それかAV紹介してやろうか？」,「Why don't you just hook up with some random guy around the corner? Or I could introduce you to porn.」,「在那附近找個隨便的男人就行了吧。或者要我介紹AV給你嗎？」,「在那附近找个随便的男人就行了吧。或者要我介绍AV给你吗？」,「その辺で適当な男ひっかけりゃいいだろ。それかAV紹介してやろうか？」,「隨便在外面找個男人勾搭一下不就行了。還是說我幫妳介紹去拍成人片？」,「随便在外面找个男人勾搭一下不就行了。还是说我帮妳介绍去拍成人片？」,"""Just find a man and offer sex for money. Or you can go into porno.""",「그 근처에서 적당한 남자 꼬시면 되잖아. 아니면 AV 소개해줄까?」
,,,,,,,,,,
Akiho.Debauchery2-47,明穂,「そ、そんなぁ、で、でもっ」,"「Oh, no, no, no, no, but...」",「這、這樣啊，可、可是」,「这、这样啊，可、可是」,「そ、そんなぁ、で、でもっ」,「怎、怎麼會，可、可是！」,「怎、怎么会，可、可是！」,"""But... But...""","「그, 그런, 그, 그래도」"
,,,,,,,,,,
Akiho.Debauchery2-48,男,「あ？ハメてほしくねーの？、それじゃこれで最後だな」,"「What? You don't want me to fuck you? Well, I guess this is the last time.」",「嗯？不想被插嗎？那這次就是最後了」,「嗯？不想被插吗？那这次就是最后了」,「あ？ハメてほしくねーの？、それじゃこれで最後だな」,「啊？妳不想被插了嗎？那這就是最後一次了。」,「啊？妳不想被插了吗？那这就是最后一次了。」,"""You don't want to fuck? Then this is it.""","「아? 박히기 싫은 거야?, 그럼 이걸로 마지막이다」"
,,,,,,,,,,
Akiho.Debauchery2-49,明穂,「わかったっ！、やるっ！やるからっ！お願いっ！捨てないでっ！」,「I know! I'll do it! I'll do it! Please don't throw it away! Don't throw it away!」,「我知道了！我會做的！我會的，拜託了！不要丟棄我！」,「我知道了！我会做的！我会的，拜托了！不要丢弃我！」,「わかったっ！、やるっ！やるからっ！お願いっ！捨てないでっ！」,「我知道了！我會做的！我會做的！拜託！不要拋棄我！」,「我知道了！我会做的！我会做的！拜托！不要抛弃我！」,"""All right, I'll do it! I'll do it! Don't leave me!""","「알았어!, 할게! 할 테니까! 부탁이야! 버리지 마!」"
,,,,,,,,,,
Akiho.Debauchery2-50,男,「…まあそこまで言うならしゃーねえなぁ？ご褒美で最後に一発ハメてやるよッ！」,"「I'll give you one last blowjob as a reward. As a reward, I'll fuck you one last time!」",「…嘛，如果你這麼說的話，也沒辦法了吧？作為獎勵，最後插一槍給你看！」,「…嘛，如果你这么说的话，也没办法了吧？作为奖励，最后插一枪给你看！」,「…まあそこまで言うならしゃーねえなぁ？ご褒美で最後に一発ハメてやるよッ！」,「……既然妳都這麼說了，我也沒辦法了？就當作獎勵，再給妳插最後一次！來！」,「……既然妳都这么说了，我也没办法了？就当作奖励，再给妳插最后一次！来！」,"""If you insist... I guess we can do it again!""",「…뭐 거기까지 말한다면 어쩔 수 없지? 포상으로 마지막 한 발 박아주지!」
,Akiho debauchery2-5,,,,,,,,,
Akiho.Debauchery2-51,明穂,「あっ♥、チンポ来たっ♥、ありがとうございますっ♥」,"「Oh, my dick's here, thank you very much.」",「啊♥，陽具來了♥，謝謝您♥」,「啊♥，阳具来了♥，谢谢您♥」,「あっ♥、チンポ来たっ♥、ありがとうございますっ♥」,「啊♥，陰莖來了♥，謝謝你♥！」,「啊♥，阴茎来了♥，谢谢你♥！」,"""Yes, your cock!♥ Thank you♥""","「앗♥, 자지 왔다♥, 감사합니다♥」"
,,,,,,,,,,
Akiho.Debauchery2-52,明穂,「これから出来るだけたくさんお金渡すからっ♥、沢山ハメてくださいっ♥！」,"「I'll give you as much money as I can from now on, please fuck me a lot!」",「從現在開始我會盡可能多地給你錢♥，請多插我♥！」,「从现在开始我会尽可能多地给你钱♥，请多插我♥！」,「これから出来るだけたくさんお金渡すからっ♥、沢山ハメてくださいっ♥！」,「我之後會盡可能多給錢的♥，請多插我幾次♥！」,「我之后会尽可能多给钱的♥，请多插我几次♥！」,"""I'm going to give you lots of money♥ Please fuck me more♥""","「이제부터 가능한 한 많은 돈 드릴 테니까♥, 잔뜩 박아주세요♥!」"
,,,,,,,,,,
Akiho.Debauchery2-53,男,(チッ、めんどくせえなぁ…しばらく貢がせたら後はAV辺りにうっぱらうか…),"(Damn, what a pain in the ass...I'll just let him pay me for a while and then I'll just dump him in the porn area...)",「切，好煩人啊…讓她貢獻一陣子，之後就去AV之類的地方玩吧…」,「切，好烦人啊…让她贡献一阵子，之后就去AV之类的地方玩吧…」,(チッ、めんどくせえなぁ…しばらく貢がせたら後はAV辺りにうっぱらうか…),（嘖，真是個麻煩的傢伙……讓她貢獻一陣子後，再把她賣給成人片公司算了……）,（啧，真是个麻烦的家伙……让她贡献一阵子后，再把她卖给成人片公司算了……）,"(Ugh, so clingy... I guess I'll let her bring me money for a while, then let her go into porn...)","(칫, 귀찮네… 잠시 뜯어먹다가 나중엔 AV 쪽에 팔아버릴까…)"
,,,,,,,,,,
Akiho.Debauchery2-54,明穂,「私っ♥、聖核戦姫だったけどっ♥、もう戻れないっ♥、今が幸せだからっ♥！」,"「I was the Holy Core Battlemaiden, but I can't go back now, I'm so happy now!」",「我♥，雖然是聖核戰姬♥，但已經無法回頭了♥，現在很幸福♥！」,「我♥，虽然是圣核战姬♥，但已经无法回头了♥，现在很幸福♥！」,「私っ♥、聖核戦姫だったけどっ♥、もう戻れないっ♥、今が幸せだからっ♥！」,「我♥，雖然曾是聖核戰姬♥，但我已經回不去了♥，現在這樣我很幸福♥！」,「我♥，虽然曾是圣核战姬♥，但我已经回不去了♥，现在这样我很幸福♥！」,"""I was a Holy Core Battlemaiden, but I can't go back anymore♥ I'm so happy now♥""","「나♥, 성핵전희였지만♥, 이제 돌아갈 수 없어♥, 지금이 행복하니까♥!」"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Akiho Core Scene１,注釈,聖核シーン１,聖核シーン１,聖核シーン１,圣核シーン１,聖核シーン１,聖核シーン１,圣核シーン１,,성핵 이벤트 1
,,,,,,,,,,
Akiho.Core1-1,暗転,明穂が捕獲されてからしばらくして―――――,A short time after Akiho's capture: ―――――,明穗被捕獲後不久———,明穗被捕获后不久———,明穂が捕獲されてからしばらくして―――――,明穗被捕獲後過了一段時間——————,明穗被捕获后过了一段时间——————,Long after Akiho was defeated...,아키호가 포획된 후 얼마 지나지 않아―――――
,Akiho core 1ｰ1,,,,,,,,,
Akiho.Core1-2,,明穂は円筒状の透明な容器に閉じ込められていた,Akiho was trapped in a cylindrical transparent container.,明穗被困在一個圓筒狀的透明容器裡。,明穗被困在一个圆筒状的透明容器里。,明穂は円筒状の透明な容器に閉じ込められていた,明穗被關在一個圓筒狀的透明容器裡。,明穗被关在一个圆筒状的透明容器里。,She was placed in a clear cylinder.,아키호는 원통형 투명 용기에 갇혀 있었다
,,,,,,,,,,
Akiho.Core1-3,明穂,「ねえっ、何ここっ！出してっ！」,「What is this place? Let me out!」,「嘿，這是哪裡！放我出去！」,「嘿，这是哪里！放我出去！」,「ねえっ、何ここっ！出してっ！」,「喂！這是哪裡！放我出去！」,「喂！这是哪里！放我出去！」,"""What's this? Where am I? Let me out!""","「이봐요, 여기 어디예요! 내보내줘요!」"
,,,,,,,,,,
Akiho.Core1-4,,明穂は内側から容器を叩くが、まったく壊れる気配はない,"Akiho hits the container from the inside, but it shows no sign of breaking at all.",明穗從內部敲打容器，但完全沒有破裂的跡象。,明穗从内部敲打容器，但完全没有破裂的迹象。,明穂は内側から容器を叩くが、まったく壊れる気配はない,明穗從內部敲打容器，但它紋絲不動。,明穗从内部敲打容器，但它纹丝不动。,"She banged on the walls from the inside, but the vessel didn't look like it could be broken.","아키호는 안쪽에서 용기를 두드리지만, 전혀 깨질 기미가 없다"
,,,,,,,,,,
Akiho.Core1-5,明穂,「っ！、聖核戦姫に変身してるのにッ、なんて硬さなのっ…？」,"「I'm transformed into the Holy Core Battlemaiden, but how hard is she? She's transformed into a Holy Core Battlemaiden, but how hard is she...?」",「嗯！明明已經變身成聖核戰姬了，為什麼這麼硬硬的…？」,「嗯！明明已经变身成圣核战姬了，为什么这么硬硬的…？」,「っ！、聖核戦姫に変身してるのにッ、なんて硬さなのっ…？」,「！明明已經變身成聖核戰姬了，這硬度是怎麼回事……？」,「！明明已经变身成圣核战姬了，这硬度是怎么回事……？」,"""I'm transformed and I can't break this? How hard is it?""","「윽!, 성핵전희로 변신했는데, 어쩜 이렇게 단단한 거야…?」"
,,,,,,,,,,
Akiho.Core1-6,,その部屋に設置されたスピーカーから男の声が流れる,A man's voice plays from the speakers installed in that room.,從房間裡設置的揚聲器中傳出男性的聲音。,从房间里设置的扬声器中传出男性的声音。,その部屋に設置されたスピーカーから男の声が流れる,房間裡的揚聲器傳出一個男人的聲音,房间里的扬声器传出一个男人的声音,A man's voice came out from the speakers.,그 방에 설치된 스피커에서 남자의 목소리가 흘러나온다
,,,,,,,,,,
Akiho.Core1-7,研究員,「特製の超強化ガラスだからな、壊そうとしても無駄だ」,"「It's specially made, super―toughened glass, so there's no point in trying to break it.」",「這是特製的超強化玻璃，就算想破壞也是徒勞的。」,「这是特制的超强化玻璃，就算想破坏也是徒劳的。」,「特製の超強化ガラスだからな、壊そうとしても無駄だ」,「這是特製的超強化玻璃，想打破是徒勞無功的。」,「这是特制的超强化玻璃，想打破是徒劳无功的。」,"""It's a special glass, there's no point trying to break it.""","「특제 초강화 유리니까, 부수려고 해도 소용없다」"
,,,,,,,,,,
Akiho.Core1-8,明穂,「っ、だ、誰っ…？なんでこんなことをするのっ！？」,「Who are you? Why are you doing this to me?」,「嗯、誰、為什麼要做這種事情！」,「嗯、谁、为什么要做这种事情！」,「っ、だ、誰っ…？なんでこんなことをするのっ！？」,「！你、你是誰……？為什麼要做這種事！」,「！你、你是谁……？为什么要做这种事！」,"""Who are you? Why are you doing this?""","「윽, 다, 누구…? 왜 이런 짓을 하는 거야!?」"
,,,,,,,,,,
Akiho.Core1-9,研究員,「お前にはこれからちょっとした実験台になってもらう」,「You're going to be a bit of an experiment from now on.」,「你現在將成為一個小小的實驗對象。」,「你现在将成为一个小小的实验对象。」,「お前にはこれからちょっとした実験台になってもらう」,「從現在起，妳要當實驗品。」,「从现在起，妳要当实验品。」,"""You're going to be our test subject for a bit.""",「너에게는 이제부터 약간의 실험대가 되어줘야겠다」
,,,,,,,,,,
Akiho.Core1-10,明穂,「っ…！実験台っ！？、やだっ！、出してっ！」,「I'm going to be a Experimental subjects! No! Let me out!」,「嗯…！實驗對象！？不要！放開我！」,「嗯…！实验对象！？不要！放开我！」,「っ…！実験台っ！？、やだっ！、出してっ！」,「！……實驗品！？不要！放我出去！」,「！……实验品！？不要！放我出去！」,"""Test subject? No! Let me out!""","「윽…! 실험대!?, 싫어!, 내보내줘!」"
,,,,,,,,,,
Akiho.Core1-11,研究員,「まあ諦めろ、じゃあ始めるぞ」,"「Well, give it up. Let's get on with it.」",「嘛，放棄吧，那麼就開始吧。」,「嘛，放弃吧，那么就开始吧。」,「まあ諦めろ、じゃあ始めるぞ」,「妳認命吧，那麼，要開始了。」,「妳认命吧，那么，要开始了。」,"""Give it up. We're getting started.""","「뭐 포기해라, 그럼 시작한다」"
,,,,,,,,,,
Akiho.Core1-12,明穂,「ちょっと待ってっ！何するのっ！、もう少し心の準備を…！」,「Wait a minute! What are you doing? I'm just a little more prepared...!」,「等一下！你在做什麼！稍微給我一點心理準備…！」,「等一下！你在做什么！稍微给我一点心理准备…！」,「ちょっと待ってっ！何するのっ！、もう少し心の準備を…！」,「等一下！你要做什麼！讓我再做一點心理準備！」,「等一下！你要做什么！让我再做一点心理准备！」,"""Wait! What are you doing? Let me...""","「잠깐 기다려! 뭐하는 거야!, 좀 더 마음의 준비를…!」"
,,,,,,,,,,
Akiho.Core1-13,,研究員の男がそう言うと、容器の下からガコンッ！と何かが開く音が聞こえる,"As the researcher man says this, I hear a clunk from under the container! from under the container.",當研究員男子說完這句話時，從容器底下咚咚一聲，傳來了開啟的聲音。,当研究员男子说完这句话时，从容器底下咚咚一声，传来了开启的声音。,研究員の男がそう言うと、容器の下からガコンッ！と何かが開く音が聞こえる,研究員的男人說完，容器下方傳來「咯咚！」一聲，像是什麼東西開啟了。,研究员的男人说完，容器下方传来「咯咚！」一声，像是什么东西开启了。,Something below the vessel opened and made a sound.,"연구원 남자가 그렇게 말하자, 용기 아래에서 덜컹! 하고 무언가가 열리는 소리가 들린다"
,,,,,,,,,,
Akiho.Core1-14,明穂,「っ、な、なにっ！？」,「What?」,「嗯、什、什麼！？」,「嗯、什、什么！？」,「っ、な、なにっ！？」,「！那、那是什麼！」,「！那、那是什么！」,"""W-What?""","「윽, 무, 뭐야!?」"
,Akiho core 1-2,,,,,,,#VALUE!,,
Akiho.Core1-15,,グポッ、グジュルルルッ、ズルズルッ！,,咕噗、咕噗噜噜噜、滋滋滋！,咕噗、咕噗噜噜噜、滋滋滋！,グポッ、グジュルルルッ、ズルズルッ！,咕噗！咕啾嚕嚕嚕！滋嚕滋嚕！,,Kwa... Pssss... Zrrrr...,"쿠폿, 쿠쥬르르르릇, 즈르즈릇!"
,,,,,,,,,,
Akiho.Core1-16,,容器下部の配管からピンクのゲル状の液体が容器内に流れ込む,Pink gelatinous liquid flows into the container from the piping at the bottom of the container,粉紅色凝膠狀液體從容器底部的管道流入容器內。,粉红色凝胶状液体从容器底部的管道流入容器内。,容器下部の配管からピンクのゲル状の液体が容器内に流れ込む,容器下方的管線中，粉紅色的凝膠狀液體流入容器內。,容器下方的管线中，粉红色的凝胶状液体流入容器内。,A pink gel flowed into the vessel from a pipe below it.,용기 하부 배관에서 분홍색 겔 상태의 액체가 용기 내로 흘러 들어온다
,,,,,,,,,,
Akiho.Core1-17,明穂,「ひあっ♥、な、なにこれっ！」,"「Hi, what's this?」",「嗚啊♥、這、這是什麼！」,「呜啊♥、这、这是什么！」,「ひあっ♥、な、なにこれっ！」,「呀！♥，這、這是什麼！」,「呀！♥，这、这是什么！」,"""Huh? What's this?""","「히앗♥, 무, 뭐야 이거!」"
,,,,,,,,,,
Akiho.Core1-18,,「生暖かくて…ドロドロしてっ……気持ち悪いっ！」,「It's warm and... sludgy and ...... disgusting!」,「溫熱且…黏糊糊的…好噁心！」,「温热且…黏糊糊的…好恶心！」,「生暖かくて…ドロドロしてっ……気持ち悪いっ！」,「溫溫熱熱的……黏糊糊的……好噁心！」,「温温热热的……黏糊糊的……好恶心！」,"""Warm... Sticky... Gross!""",「따뜻하고… 끈적거리고…… 기분 나빠!」
,,,,,,,,,,
Akiho.Core1-19,,「それに…っ！…これ…ただの液体じゃない…私の体に向かってきてるっ…！？」,「And...! This... this... this isn't just liquid... it's coming towards my body...!」,「而且…！…這…不僅僅是液體…它正在朝著我的身體靠近…！？」,「而且…！…这…不仅仅是液体…它正在朝著我的身体靠近…！？」,「それに…っ！…これ…ただの液体じゃない…私の体に向かってきてるっ…！？」,「而且……！……這不只是液體……它正朝著我的身體過來！」,「而且……！……这不只是液体……它正朝着我的身体过来！」,"""And... It's not just a liquid... It's coming right at me...""",「게다가…윽!…이거… 그냥 액체가 아니야… 내 몸 쪽으로 오고 있어…!?」
,,,,,,,,,,
Akiho.Core1-20,,ズルルッ、ドロッ！,"Zulu, dorotsu!",滋滋滋、嘟嘟！,滋滋滋、嘟嘟！,ズルルッ、ドロッ！,滋嚕嚕！咕咚！,滋噜噜！咕咚！,Zrrr... Splat!,"즈르릇, 드롯!"
,Akiho core 1-3,,,,,,,,,
Akiho.Core1-21,,「ひあっ♥、や、やめてっ♥！」,"「Oh, no, don't!」",「嗚啊♥、停、停下♥！」,「呜啊♥、停、停下♥！」,「ひあっ♥、や、やめてっ♥！」,「呀！♥，不、住手！♥」,「呀！♥，不、住手！♥」,"""Aghhh! Stop!""","「히앗♥, 여, 그만해♥!」"
,,,,,,,,,,
Akiho.Core1-22,,スライムは意思があるかのように重力に逆らい、明穂の体に纏わりつく,The slime defies gravity and clings to Akiho's body as if it has a will.,史萊姆仿佛有意識般地抗拒重力，纏繞在明穗的身體上。,史莱姆仿佛有意识般地抗拒重力，缠绕在明穗的身体上。,スライムは意思があるかのように重力に逆らい、明穂の体に纏わりつく,史萊姆彷彿有意識一般，違背重力，纏繞上明穗的身體。,史莱姆仿佛有意识一般，违背重力，缠绕上明穗的身体。,"The slime defied gravity as if it was sentient, and wrapped itself around Akiho.","슬라임은 의지가 있는 것처럼 중력을 거슬러, 아키호의 몸에 휘감긴다"
,,,,,,,,,,
Akiho.Core1-23,,「んっ♥…やめっ…気持ち悪いっ…！」,「I don't feel good...!」,「嗯♥…停…好噁心…！」,「嗯♥…停…好恶心…！」,「んっ♥…やめっ…気持ち悪いっ…！」,「嗯！♥……住手！……好噁心……！」,「嗯！♥……住手！……好恶心……！」,"""Nnnnn♥ Stop! This is disgusting!""",「응읏♥… 그만… 기분 나빠…!」
,,,,,,,,,,
Akiho.Core1-24,,ドロッ、グチュッ、ズルルッ！,"Slurp, gut, slurp, slurp!",滋滋、噗噗、滋滋！,滋滋、噗噗、滋滋！,ドロッ、グチュッ、ズルルッ！,咕咚！咕啾！滋嚕嚕！,咕咚！咕啾！滋噜噜！,"Splat, slurp, Zrrr...","드롯, 구츗, 즈르릇!"
,Akiho core 1-4,,,,,,,,,
Akiho.Core1-25,,「ひあっ♥、んっ♥、んああっ♥！？」,"「Hi ah ♥, mmmm ♥, mmm ah ♥!」",「嗚啊♥、嗯♥、嗯啊啊♥！？」,「呜啊♥、嗯♥、嗯啊啊♥！？」,「ひあっ♥、んっ♥、んああっ♥！？」,「呀！♥，嗯！♥，嗯啊！♥！？」,「呀！♥，嗯！♥，嗯啊！♥！？」,"""Huh♥ Nnnn♥ Ahhhhh?!""","「히앗♥, 응읏♥, 응아앗♥!?」"
,,,,,,,,,,
Akiho.Core1-26,,スライムがスーツの隙間に潜り込み、明穂の敏感な部分にも侵入する,Slime slithers into the crevices of the suit and into Akiho's sensitive areas.,史萊姆滑入裝甲的縫隙，侵入明穗敏感的部位。,史莱姆滑入装甲的缝隙，侵入明穗敏感的部位。,スライムがスーツの隙間に潜り込み、明穂の敏感な部分にも侵入する,史萊姆從戰鬥服的縫隙中潛入，也侵入了明穗的敏感部位。,史莱姆从战斗服的缝隙中潜入，也侵入了明穗的敏感部位。,The slime slipped through the gaps in her suit and started touching her private places.,"슬라임이 슈트 틈새로 기어들어가, 아키호의 민감한 부분에도 침입한다"
,,,,,,,,,,
Akiho.Core1-27,,「っ、待ってっ♥！そこはっ♥！」,"「Wait, wait, wait! Wait, wait, wait!」",「等等♥！那裡♥！」,「等等♥！那里♥！」,「っ、待ってっ♥！そこはっ♥！」,「！住手！♥，那裡！♥！」,「！住手！♥，那里！♥！」,"""Wait, that's...♥""","「윽, 기다려♥! 거기는♥!」"
,,,,,,,,,,
Akiho.Core1-28,,「んあっ♥、お尻の穴とっ…そこはっ♥、だめっ…っ♥」,"「Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no...」",「嗯啊♥、屁股的洞…那裡♥、不行…啊♥」,「嗯啊♥、屁股的洞…那里♥、不行…啊♥」,「んあっ♥、お尻の穴とっ…そこはっ♥、だめっ…っ♥」,「嗯啊！♥，屁眼和……那裡！♥，不行……！♥」,「嗯啊！♥，屁眼和……那里！♥，不行……！♥」,"""Ahhhhh, that's my butt♥ And no♥ Not there♥""","「응앗♥, 엉덩이 구멍이랑… 거기는♥, 안돼…윽♥」"
