Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Korean_Steam,English_Steam,Simplified Chinese_Steam
,,,,,,,,
Dialog.Chapter5-3-53,那由多,「……っ、そんなわけがっ！――――がはっ！？」,「……っ、そんなわけがっ！――――がはっ！？」,「……才、才沒有那回事！――――呃啊！？」,"""I'm not sure how that's possible! ―――― is what?""","「……윽, 그럴 리가!――――커헉!?」","""...That can't be—gahh?!""",「……才、才没有那回事！――――呃啊！？」
,,,,,,,,
Dialog.Chapter5-3-54,,那由多は口から血を吐き、地面に膝をつく,那由多は口から血を吐き、地面に膝をつく,那由多吐出一口血，單膝撐在地上。,Nayuta spits blood from his mouth and kneels on the ground,"나유타는 입에서 피를 토하며, 바닥에 무릎을 꿇는다",Nayuta spat blood and fell to her knee.,那由多吐出一口血，单膝撑在地上。
,,,,,,,,
Dialog.Chapter5-3-55,那由多,「――――な、こんなっ！」,「――――な、こんなっ！」,「――這、這怎麼可能！」,"""――――, konk!""","「――――뭣, 이런!」","""N-No... How...""",「――这、这怎么可能！」
,,,,,,,,
Dialog.Chapter5-3-56,エレナ,「ハアッ、ハアッ……！どうやら力の反動が来たようですね…！」,「ハアッ、ハアッ……！どうやら力の反動が来たようですね…！」,「哈啊、哈啊……！看來副作用終於來了呢……！」,"""'Haaah, haaah ......! Looks like the force is rebounding...!""","「하앗, 하앗……! 아무래도 힘의 반동이 온 것 같군요…!」","""Huff, huff...! It seems the recoil from your power has caught up with you!""",「哈啊、哈啊……！看来副作用终于来了呢……！」
,,,,,,,,
Dialog.Chapter5-3-57,エレナ,「貴女の強化状態の前に一分と立っていられた者はいませんでしたから、長期戦を想定していないのでしょう？」,「貴女の強化状態の前に一分と立っていられた者はいませんでしたから、長期戦を想定していないのでしょう？」,「以前在妳強化狀態下，沒有任何人能撐過一分鐘，自然也就不會去想什麼持久戰吧？」,"""No one could stand for a minute in front of your enhanced state, so you're not planning for a prolonged battle, are you?""","「당신의 강화 상태 앞에서 1분도 버틴 자는 없었으니, 장기전을 상정하지 않았겠죠?」","""No one has been able to stand before your enhanced state for even a minute, so you weren't planning for a prolonged battle, were you?""",「以前在你强化状态下，没有任何人能撑过一分钟，自然也就不会去想什么持久战吧？」
,,,,,,,,
Dialog.Chapter5-3-58,那由多,「ゴホッ、ガハッ、…ぐうっ、私がここで倒れるわけにはっ！」,「ゴホッ、ガハッ、…ぐうっ、私がここで倒れるわけにはっ！」,「咳、咳、嘎哈……可惡，我可不能在這裡倒下……！」,"""Gosh, gah, ... gosh, I'm not going to fall down here!""","「콜록, 카학, …크윽, 내가 여기서 쓰러질 수는!」","""Gahh... Ugh, I can't fall here!""",「咳、咳、嘎哈……可恶，我可不能在这里倒下……！」
,,,,,,,,
Dialog.Chapter5-3-59,エレナ,「これで終わりです八雲那由多…！、あなたが次に目を覚ますときが聖核戦姫の最後です！」,「これで終わりです八雲那由多…！、あなたが次に目を覚ますときが聖核戦姫の最後です！」,「一切都結束了，八雲那由多……！等妳下一次醒來，就是聖核戰姫走向末路的時候！」,"""This is the end, Yakumo Nayuta..! The next time you wake up will be the last of the Seikaku Princess!""","「이걸로 끝입니다 야쿠모 나유타…!, 당신이 다음에 눈을 뜰 때가 성핵전희의 최후입니다!」","""This is the end, Nayuta Yagumo! When you next wake up, it will be the end of the Holy Core Battlemaidens!""",「一切都结束了，八云那由多……！等你下一次醒来，就是圣核战姫走向末路的时候！」
,,,,,,,,
Dialog.Chapter5-3-60,那由多,「――――ふざけないでっ！私が負けるはずがないっ！聖核戦姫の魂は屈しないっ！」,「――――ふざけないでっ！私が負けるはずがないっ！聖核戦姫の魂は屈しないっ！」,「――少開玩笑了！我不可能會輸！聖核戰姫的靈魂絕不屈服！」,"""I'm not going to let you beat me! I will not be defeated! The spirit of the Seikaku Princess will not yield!""",「――――웃기지 마! 내가 질 리가 없어! 성핵전희의 혼은 굴하지 않아!」,"""Nonsense! There's no way I can lose! The soul of a Holy Core Battlemaiden will never yield!""",「――少开玩笑了！我不可能会输！圣核战姫的灵魂绝不屈服！」
,,,,,,,,
,,,,,,,,
,,,,,,,,
,暗転,,,,,,,
Dialog.Chapter5-3-61,剣の音のSE,....,....,....,....,....,...,....
,,,,,,,,
,,,,,,,,
Dialog.Chapter5-3-62,エレナ,「………八雲那由多は気絶しました。――――私達の勝利です」,「………八雲那由多は気絶しました。――――私達の勝利です」,「………八雲那由多已經昏過去了。――――這場戰鬥我們勝利了。」,"""......... Yakumo Nayuta fainted. ―――― we have won.""",「………야쿠모 나유타는 기절했습니다. ――――저희의 승리입니다」,"""Nayuta Yagumo has lost consciousness. This is our victory.""",「………八云那由多已经昏过去了。――――这场战斗我们胜利了。」
