Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,,,
Daiya.Debauchery2-7,怪人,「グフフッ…今日のコスプレは下級戦闘員か」,「グフフッ…今日のコスプレは下級戦闘員か」,「呵呵…今天的角色扮演是下級戰鬥員嗎」,,「咕噗噗... 今天的角色扮演是下級戰鬥員嗎」,,"Gufufu... Today's cosplay is junior soldier, huh?",「크흐흣… 오늘의 코스프레는 하급 전투원인가」,「呵呵…今天的角色扮演是下级战斗员吗」
,,,,,,,,,,
Daiya.Debauchery2-8,那由多,「ふふっ♥、はいっ♥ご主人様の前では私達など塵芥ですから…♥」,「ふふっ♥、はいっ♥ご主人様の前では私達など塵芥ですから…♥」,「呵呵♥，是的♥因為在主人面前我們不過是一介塵埃罷了…♥」,,「呵呵♥，是的♥因為在主人面前我們不過是一介塵埃罷了…♥」,,"Fufu♥, yes♥ before Master, we're nothing but dust...♥","「후훗♥, 네엣♥ 주인님 앞에서는 저희 따위 먼지니까요…♥」",「呵呵♥、是的♥因为在主人面前我们不过是一介尘埃罢了…♥」
,,,,,,,,,,
Daiya.Debauchery2-9,,「最下級戦闘員の戦闘服こそ私達の正装です…っ♥」,「最下級戦闘員の戦闘服こそ私達の正装です…っ♥」,「最下級戰鬥員的戰鬥服才是我們的正裝…♥」,,「最下級戰鬥員的戰鬥服才是我們的正裝...♥」,,The junior soldier uniforms are our proper attire...♥,「최하급 전투원의 전투복이야말로 저희의 정장입니다…♥」,「最下级战斗员的战斗服才是我们的正装…♥」
,,,,,,,,,,
Daiya.Debauchery2-10,ダイヤ,「はいっ♥…私達にとってご主人様は最上位ですからっ♥…私達は最下級ですっ♥♥」,「はいっ♥…私達にとってご主人様は最上位ですからっ♥…私達は最下級ですっ♥♥」,「是的♥…對我們來說主人是最高階的♥…我們是最下級的♥♥」,,「好的♥...對我們來說，主人是最高位的存在... 我們只是最下級的存在♥♥」,,Yes♥... Master is the highest rank to us♥... we are the lowest rank♥♥,「네엣♥… 저희에게 주인님은 최상이시니까요♥… 저희는 최하급입니다♥♥」,「是的♥…对我们来说主人是最高阶的♥…我们是最下级的♥♥」
,,,,,,,,,,
Daiya.Debauchery2-11,,ずりゅっ♥！ずりっ♥♥ずりっ♥♥,ずりゅっ♥！ずりっ♥♥ずりっ♥♥,滋溜♥！滋哩♥♥滋哩♥♥,,滑動♥！滑動♥♥滑動♥♥,,Rub♥! Stroke♥♥ stroke♥♥,즈릇♥! 즈릿♥♥ 즈릿♥♥,滋溜♥！滋哩♥♥滋哩♥♥
,,,,,,,,,,
Daiya.Debauchery2-12,那由多,「はあっ♥、はあっ♥、何でしたっけ…あの下級戦闘員共の無様な鳴き声…♥」,「はあっ♥、はあっ♥、何でしたっけ…あの下級戦闘員共の無様な鳴き声…♥」,「哈啊♥、哈啊♥，是什麼來著…那些下級戰鬥員們的窩囊叫聲…♥」,,「呼呼♥，呼呼♥，是什麼來著...那些下級戰鬥員們可憐的叫聲...♥」,,"Haa♥, haa♥, what was it again... those pathetic cries of the junior soldiers...♥","「하앗♥, 하앗♥, 뭐였죠… 저 하급 전투원들의 꼴사나운 울음소리…♥」",「哈啊♥、哈啊♥、是什么来着…那些下级战斗员们的窝囊叫声…♥」
,,,,,,,,,,
Daiya.Debauchery2-13,,「ああ、きぃ？みたいな感じでしたね…♥あのきぃきぃと滑稽で無様な声…♥」,「ああ、きぃ？みたいな感じでしたね…♥あのきぃきぃと滑稽で無様な声…♥」,「啊啊、是『嘰』？之類的感覺吧…♥那個嘰嘰叫的滑稽又窩囊的聲音…♥」,,「啊啊、是『嘰』？之類的感覺吧…♥那個嘰嘰叫的滑稽又窩囊的聲音…♥」,,"Ah, it was like 'kii', wasn't it...♥ That ridiculous and pathetic kii kii sound...♥","「아아, 키잇? 같은 느낌이었죠…♥ 저 키잇키잇하고 우스꽝스럽고 꼴사나운 목소리…♥」",「啊啊、是「吱」？之类的感觉吧…♥那个吱吱叫的滑稽又窝囊的声音…♥」
,,,,,,,,,,
Daiya.Debauchery2-14,,「ですが…その無様さをご主人様に晒してこその下級戦闘員です♥」,「ですが…その無様さをご主人様に晒してこその下級戦闘員です♥」,「但是…正因為要將那份窩囊暴露給主人看，才算是下級戰鬥員♥」,,「但是...正是因為展現出那種可悲的一面，才是最下級戰鬥員的存在♥」,,But... exposing that patheticness to Master is what makes us true junior soldiers♥,「하지만… 그 꼴사나움을 주인님께 드러내야 비로소 하급 전투원입니다♥」,「但是…正因为要将那份窝囊暴露给主人看，才算是下级战斗员♥」
,,,,,,,,,,
Daiya.Debauchery2-15,,「はあっ♥、キィーーーーーッ♥！！ああっ♥ほら、ダイヤもっ♥」,「はあっ♥、キィーーーーーッ♥！！ああっ♥ほら、ダイヤもっ♥」,「哈啊♥，嘰——————♥！！啊啊♥來，黛雅也♥」,,「呼呼♥，咦———♥！！啊♥看，黛雅♥」,,"Haa♥, KIIIIII♥!! Aah♥ come on, you too♥","「하앗♥, 키이ーーーーー잇♥!! 아앗♥ 자, 다이아도♥」",「哈啊♥、吱ーーーーー♥！！啊啊♥来、黛雅也♥」
,,,,,,,,,,
Daiya.Debauchery2-16,ダイヤ,「き、キィーーーッ！！これでよろしいでしょうか…？」,「き、キィーーーッ！！これでよろしいでしょうか…？」,「嘰、嘰ーーー！！這樣可以嗎…？」,,「咦、咦———！！這樣可以了嗎...？」,,K-KIIII!! Is this good...?,"「키, 키이ーーー잇!! 이걸로 괜찮을까요…?」",「吱、吱ーーー！！这样可以吗…？」
,,,,,,,,,,
Daiya.Debauchery2-17,那由多,「ふふっ♥いい感じです。…そして下級戦闘員に名前などという贅沢なものはいりませんねっ♥」,「ふふっ♥いい感じです。…そして下級戦闘員に名前などという贅沢なものはいりませんねっ♥」,「呵呵♥感覺很好。…而且下級戰鬥員不需要名字這麼奢侈的東西呢♥」,,「呼呼♥感覺不錯。...對於下級戰鬥員來說，名字之類的奢侈之物是不需要的呢♥」,,Fufu♥ that's perfect. And junior soldiers don't need luxuries like names♥,「후훗♥ 좋은 느낌입니다. …그리고 하급 전투원에게 이름 따위 사치스러운 것은 필요 없죠♥」,「呵呵♥感觉很好。…而且下级战斗员不需要名字这么奢侈的东西呢♥」
,,,,,,,,,,
Daiya.Debauchery2-18,,「まあ適当に私は下級戦闘員01号でいいでしょう。貴女は02号ですねっ♥」,「まあ適当に私は下級戦闘員01号でいいでしょう。貴女は02号ですねっ♥」,「嘛，我就隨便當個下級戰鬥員01號好了。妳就是02號了呢♥」,,「嘛，隨便我就當下級戰鬥員01號好了。妳是02號對吧♥」,,"Well, I'll just be junior soldier 01. You're 02♥",「뭐 적당히 저는 하급 전투원 01호면 되겠죠. 당신은 02호입니다♥」,「嘛，我就随便当个下级战斗员01号好了。你就是02号了呢♥」
,,,,,,,,,,
Daiya.Debauchery2-19,ダイヤ,「キィーーーーッ！！下級戦闘員02号っ♥♥ご主人様にパイズリご奉仕いたしますっ♥♥」,「キィーーーーッ！！下級戦闘員02号っ♥♥ご主人様にパイズリご奉仕いたしますっ♥♥」,「嘰ーーーー！！下級戰鬥員02號♥♥要用乳交來侍奉主人♥♥」,,「咦———！！下級戰鬥員02號♥♥將為主人提供乳交服務♥♥」,,KIIIIII!! Junior soldier 02♥♥ will give Master with a titfuck♥♥,「키이ーーーー잇!! 하급 전투원 02호♥♥ 주인님께 파이즈리 봉사하겠습니다♥♥」,「吱ーーーー！！下级战斗员02号♥♥要用乳交来侍奉主人♥♥」
,,,,,,,,,,
Daiya.Debauchery2-20,那由多,「キィーーーーッ！！下級戦闘員01号もっ♥♥ご奉仕させていただきますっ♥♥」,「キィーーーーッ！！下級戦闘員01号もっ♥♥ご奉仕させていただきますっ♥♥」,「嘰ーーーー！！下級戰鬥員01號也♥♥請讓我也來侍奉您♥♥」,,「咦———！！下級戰鬥員01號也♥♥將為您服務♥♥」,,KIIIIII!! Junior soldier 01 will also♥♥ serve the Master♥♥,「키이ーーーー잇!! 하급 전투원 01호도♥♥ 봉사하겠습니다♥♥」,「吱ーーーー！！下级战斗员01号也♥♥请让我也来侍奉您♥♥」
,,,,,,,,,,
,,,,,,,,,,
,Daiya&Nayuta 2ｰ2,,,,,,,,,
Daiya.Debauchery2-21,ダイヤ,「はあっ♥、はあっ♥、はあっ♥キィーーーーーッ♥！！」,「はあっ♥、はあっ♥、はあっ♥キィーーーーーッ♥！！」,「哈啊♥、哈啊♥、哈啊♥嘰ーーーーー♥！！」,,「呼♥、呼♥、呼♥咦———♥！！」,,"Haa♥, haa♥, haa♥ KIIIIII♥!!","「하앗♥, 하앗♥, 하앗♥ 키이ーーーーー잇♥!!」",「哈啊♥、哈啊♥、哈啊♥吱ーーーーー♥！！」
,,,,,,,,,,
Daiya.Debauchery2-22,那由多,「アハハッ♥、下級戦闘員02号ちゃんは我慢できないようですねっ♥♥」,「アハハッ♥、下級戦闘員02号ちゃんは我慢できないようですねっ♥♥」,「啊哈哈♥、下級戰鬥員02號妹妹好像忍耐不住了呢♥♥」,,「啊哈哈♥，下級戰鬥員02號小姐似乎無法忍耐呢♥♥」,,"Ahaha♥, Looks like 02 can't hold back anymore♥♥","「아하핫♥, 하급 전투원 02호쨩은 참을 수 없는 모양이군요♥♥」",「啊哈哈♥、下级战斗员02号妹妹好像忍耐不住了呢♥♥」
,,,,,,,,,,
Daiya.Debauchery2-23,ダイヤ,「キィーーーッ！！♥、はいっ♥ご主人様ぁっ♥♥02号にっ♥♥、挿入の許可をっ♥♥」,「キィーーーッ！！♥、はいっ♥ご主人様ぁっ♥♥02号にっ♥♥、挿入の許可をっ♥♥」,「嘰ーーー！！♥、是的♥主人♥請對02號♥♥下達插入的許可♥♥」,,「咦———！！♥、好的♥主人啊♥♥02號♥♥、請允許插入♥♥」,,"KIIII!!♥, yes♥ Master♥♥ please give 02♥♥ permission to insert♥♥","「키이ーーー잇!!♥, 네엣♥ 주인님아♥♥ 02호에게♥♥, 삽입 허가를♥♥」",「吱ーーー！！♥、是的♥主人♥请对02号♥♥下达插入的许可♥♥」
,,,,,,,,,,
Daiya.Debauchery2-24,怪人,「グフフッ、いいだろうっ、02号。奉仕を許可する！」,「グフフッ、いいだろうっ、02号。奉仕を許可する！」,「噶哈哈，好吧，02號，我允許妳的侍奉！」,,「咕噗噗，好吧，02號。允許提供服務！」,,"Gufufu, very well, 02. I permit your service!","「크흐흣, 좋다, 02호. 봉사를 허락한다!」",「噶哈哈、好吧、02号。我允许你的侍奉！」
,,,,,,,,,,
Daiya.Debauchery2-25,ダイヤ,「キィーーーーッ！！ありがとうございますっ♥♥！」,「キィーーーーッ！！ありがとうございますっ♥♥！」,「嘰ーーーー！！非常感謝您♥♥！」,,「咦———！！謝謝您♥♥！」,,KIIIIII!! Thank you so much♥♥!,「키이ーーーー잇!! 감사합니다♥♥!」,「吱ーーーー！！非常感谢您♥♥！」
,,,,,,,,,,
Daiya.Debauchery2-26,,「下級戦闘員02号。ご主人様のおチンポハメさせていただきますッ♥！！」,「下級戦闘員02号。ご主人様のおチンポハメさせていただきますッ♥！！」,「下級戰鬥員02號，要讓主人的肉棒插進來了♥！！」,,「下級戰鬥員02號。將讓主人的陽具插入♥！！」,,"I, junior soldier 02 will be taking Master's cock♥!!",「하급 전투원 02호. 주인님의 자지 박겠습니다♥!!」,「下级战斗员02号。要让主人的肉棒插进来了♥！！」
,,,,,,,,,,
Daiya.Debauchery2-27,Daiya&Nayuta 2ｰ3,ズップウウウッ！！,ズップウウウッ！！,噗茲喔喔喔！！,,「咻咻咻！！」,,Squeeelch!!,즈읍우우우웃!!,噗兹喔喔喔！！
,,,,,,,,,,
Daiya.Debauchery2-28,ダイヤ,「お゛ほおっ♥！き、キィーーーッ！！挿入完了しましたっ♥！」,「お゛ほおっ♥！き、キィーーーッ！！挿入完了しましたっ♥！」,「哦吼喔♥！嘰、嘰ーーー！！插入完成了♥！」,,「喔喔♥！插、咦———！！插入完成了♥！」,,Ohooh♥! K-KIIII!! Insertion complete♥!,"「오옷 홋♥! 키, 키이ーーー잇!! 삽입 완료했습니다♥!」",「哦吼喔♥！吱、吱ーーー！！插入完成了♥！」
,,,,,,,,,,
Daiya.Debauchery2-29,,「これよりっ♥、下級戦闘員02号、チンポシコシコスクワットを開始いたしますっ♥♥！」,「これよりっ♥、下級戦闘員02号、チンポシコシコスクワットを開始いたしますっ♥♥！」,「接下來♥下級戰鬥員02號，開始肉棒磨蹭深蹲♥♥！」,,「現在開始♥，下級戰鬥員02號，開始進行陽具自慰深蹲♥♥！」,,"Now♥, I, junior soldier 02, will begin cock-stroking squats♥♥!","「이제부터♥, 하급 전투원 02호, 자지 흔들기 스쿼트 개시하겠습니다♥♥!」",「接下来♥、下级战斗员02号、开始肉棒磨蹭深蹲♥♥！」
,,,,,,,,,,
Daiya.Debauchery2-30,那由多,「アハハッ♥、02号ちゃん、役に入りすぎですっ♥♥！」,「アハハッ♥、02号ちゃん、役に入りすぎですっ♥♥！」,「啊哈哈♥，02號醬，太入戲了喔♥♥！」,,「啊哈哈♥，02號小姐，太過投入了♥♥！」,,"Ahaha♥, 02, you're really getting into character♥♥!","「아하핫♥, 02호쨩, 역할에 너무 몰입했어요♥♥!」",「啊哈哈♥、02号妹妹、太入戏了喔♥♥！」
,,,,,,,,,,
Daiya.Debauchery2-31,ダイヤ,「はあっ♥、はあっ♥、キィーーーーーーッ！！」,「はあっ♥、はあっ♥、キィーーーーーーッ！！」,「哈啊♥、哈啊♥、嘰ーーーーーー！！」,,「喔喔♥，喔喔♥，咦———！！」,,"Haa♥, haa♥, KIIIIIIII!!","「하앗♥, 하앗♥, 키이ーーーーーー잇!!」",「哈啊♥、哈啊♥、吱ーーーーーー！！」
,,,,,,,,,,
Daiya.Debauchery2-32,Daiya&Nayuta 2ｰ4,ヘコッ！ヘコッ！ヘコッ！！,ヘコッ！ヘコッ！ヘコッ！！,嘿咻！嘿咻！嘿咻！！,,「嘿咳！嘿咳！嘿咳！！」,,Bounce! Bounce! Bounce!!,헤콧! 헤콧! 헤콧!!,嘿咻！嘿咻！嘿咻！！
,,,,,,,,,,
Daiya.Debauchery2-33,,「ほ゛おっ♥、ほ゛おっ♥、きっ、キィーーーーッ！！」,「ほ゛おっ♥、ほ゛おっ♥、きっ、キィーーーーッ！！」,「吼喔♥、吼喔♥、嘰、嘰ーーーー！！」,,「喔喔♥，喔喔♥，咦、咦———！！」,,"Hooh♥, hooh♥, K-KIIIIII!!","「호옷 오옷♥, 호옷 오옷♥, 킷, 키이ーーーー잇!!」",「吼喔♥、吼喔♥、吱、吱ーーーー！！」
,,,,,,,,,,
Daiya.Debauchery2-34,那由多,「あははっ♥、本当に無様で馬鹿みたいですっ♥♥まさに下級戦闘員って感じですね！」,「あははっ♥、本当に無様で馬鹿みたいですっ♥♥まさに下級戦闘員って感じですね！」,「啊哈哈♥、真的既窩囊又像個笨蛋♥♥完全就是下級戰鬥員的感覺呢！」,,「啊哈哈♥，真是樣子可笑又愚蠢♥♥ 簡直就是下級戰鬥員的感覺呢！」,,"Ahaha♥, truly pathetic and ridiculous♥♥ Exactly like a junior soldier!","「아하핫♥, 정말 꼴사납고 바보 같아요♥♥ 그야말로 하급 전투원이라는 느낌이네요!」",「啊哈哈♥、真的既窝囊又像个笨蛋♥♥完全就是下级战斗员的感觉呢！」
,,,,,,,,,,
Daiya.Debauchery2-35,ダイヤ,「お゛おっ♥！下級戦闘員01号様っ♥♥、ありがとうございますっ♥♥！」,「お゛おっ♥！下級戦闘員01号様っ♥♥、ありがとうございますっ♥♥！」,「喔喔♥！下級戰鬥員01號大人♥♥、非常感謝您♥♥！」,,「喔喔♥！下級戰鬥員01號大人♥♥，非常感謝您♥♥！」,,"Ohh♥! 01♥♥, thank you so much♥♥!","「오옷 오옷♥! 하급 전투원 01호 님♥♥, 감사합니다♥♥!」",「喔喔♥！下级战斗员01号大人♥♥、非常感谢您♥♥！」
,,,,,,,,,,
Daiya.Debauchery2-36,,「キィーーーーッ！！頑張ってっ♥♥ご奉仕しますッ♥！！」,「キィーーーーッ！！頑張ってっ♥♥ご奉仕しますッ♥！！」,「嘰ーーーー！！我會努力♥♥侍奉您的♥！！」,,「咦———！！加油♥♥ 我會努力服務的♥！！」,,KIIIIII!! I'll work hard♥♥ to serve you♥!!,「키이ーーーー잇!! 힘내서♥♥ 봉사하겠습니다♥!!」,「吱ーーーー！！我会努力♥♥侍奉您的♥！！」
,,,,,,,,,,
Daiya.Debauchery2-37,那由多,「ああそういえば……！これを忘れていましたねっ♥」,「ああそういえば……！これを忘れていましたねっ♥」,「啊啊對了……！我忘了這個呢♥」,,「啊對了……！這個我忘了呢♥」,,"Oh, that's right...! I forgot about this♥",「아아 그러고 보니……! 이걸 잊고 있었네요♥」,「啊啊对了……！我忘了这个呢♥」
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Daiya.Debauchery2-38,Daiya&Nayuta 2ｰ5,下級戦闘員01号によって02号に仮面が付けられる,下級戦闘員01号によって02号に仮面が付けられる,下級戰鬥員01號為02號戴上了面具,,下級戰鬥員01號將面具戴在02號身上。,,Junior soldier 01 placed a mask on 02,하급 전투원 01호에 의해 02호에게 가면이 씌워진다,下级战斗员01号为02号戴上了面具
,,,,,,,,,,
Daiya.Debauchery2-39,ダイヤ,「キィーーーーーーッ！？これはっ♥！」,「キィーーーーーーッ！？これはっ♥！」,「嘰ーーーーーー！？這是♥！」,,「咦———！！這是♥！」,,"KIIIIIIIII!? Wow, this is...♥!",「키이ーーーーーー잇!? 이것은♥!」,「吱ーーーーーー！？这是♥！」
,,,,,,,,,,
Daiya.Debauchery2-40,那由多,「ふふっ♥、これでお互い完全に下級戦闘員ですねっ♥」,「ふふっ♥、これでお互い完全に下級戦闘員ですねっ♥」,「呵呵♥、這樣彼此就完全是下級戰鬥員了呢♥」,,「呼呼♥，這樣我們彼此完全是下級戰鬥員了呢♥」,,"Fufu♥, now we've completed the junior soldier look♥","「후훗♥, 이걸로 서로 완전히 하급 전투원이네요♥」",「呵呵♥、这样彼此就完全是下级战斗员了呢♥」
,,,,,,,,,,
Daiya.Debauchery2-41,,「下級戦闘員には個性も不要ですからっ♥♥…ご主人様にご奉仕するだけの肉オナホであればいいのですっ♥♥」,「下級戦闘員には個性も不要ですからっ♥♥…ご主人様にご奉仕するだけの肉オナホであればいいのですっ♥♥」,「因為下級戰鬥員是不需要個性的♥♥…只要是能侍奉主人的肉製自慰套就好了♥♥」,,「下級戰鬥員不需要個性♥♥… 只要成為能服侍主人的肉奴隸就夠了♥♥」,,Junior soldiers don't need individuality♥♥... We just need to be pocket pussies that serve Master♥♥,「하급 전투원에게는 개성도 불필요하니까요♥♥… 주인님께 봉사할 뿐인 고기 오나홀이면 되는 겁니다♥♥」,「因为下级战斗员是不需要个性的♥♥…只要是能侍奉主人的肉制自慰套就好了♥♥」
,,,,,,,,,,
Daiya.Debauchery2-42,ダイヤ,「キィーーーーッ！下級戦闘員02号！ご奉仕いたしますっ♥♥！！」,「キィーーーーッ！下級戦闘員02号！ご奉仕いたしますっ♥♥！！」,「嘰ーーーー！下級戰鬥員02號！將為您侍奉♥♥！！」,,「咦———！！下級戰鬥員02號！我會服侍您的♥♥！！」,,"KIIIIII! I, junior soldier 02, Will serve the master♥♥!!",「키이ーーーー잇! 하급 전투원 02호! 봉사하겠습니다♥♥!!」,「吱ーーーー！下级战斗员02号！将为您侍奉♥♥！！」
,,,,,,,,,,
Daiya.Debauchery2-43,那由多,「あはっ♥！キィーーーーッ！02号ちゃん…本当に無様で素敵ですっ♥」,「あはっ♥！キィーーーーッ！02号ちゃん…本当に無様で素敵ですっ♥」,「啊哈♥！嘰ーーーー！02號醬…真的很窩囊很棒喔♥」,,「啊哈♥！咦———！！02號小姐…真是無様又迷人呢♥」,,Aha♥! KIIIIII! 02... you're so pathetic and wonderful♥,「아핫♥! 키이ーーーー잇! 02호쨩… 정말 꼴사납고 멋져요♥」,「啊哈♥！吱ーーーー！02号妹妹…真的很窝囊很棒喔♥」
,,,,,,,,,,
Daiya.Debauchery2-44,,「さあ…下級戦闘員として上級怪人のご主人様にご奉仕をしましょうっ♥！」,「さあ…下級戦闘員として上級怪人のご主人様にご奉仕をしましょうっ♥！」,「來吧…作為下級戰鬥員，好好地侍奉上級怪人的主人吧♥！」,,「來吧…作為下級戰鬥員，讓我們侍奉上級怪人的主人吧♥！」,,Now... let's service our senior fiend Master as junior soldier♥!,「자… 하급 전투원으로서 상급 괴인 주인님께 봉사를 합시다♥!」,「来吧…作为下级战斗员，好好地侍奉上级怪人的主人吧♥！」
,,,,,,,,,,
Daiya.Debauchery2-45,ダイヤ,「キィーーーーーッ！下級戦闘員02号、おマンコでご奉仕させていただきますっ！」,「キィーーーーーッ！下級戦闘員02号、おマンコでご奉仕させていただきますっ！」,「嘰ーーーーー！下級戰鬥員02號，要用小穴來侍奉您！」,,「咦———！！下級戰鬥員02號，我會在這裡服侍您的♥！」,,"KIIIIIII! I, junior soldier 02, will serve you with my pussy!","「키이ーーーーー잇! 하급 전투원 02호, 보지로 봉사하겠습니다!」",「吱ーーーーー！下级战斗员02号、要用小穴来侍奉您！」
,,,,,,,,,,
Daiya.Debauchery2-46,Daiya&Nayuta 2ｰ6,ズルルッ、パンッ！パンッ！パンッ！,ズルルッ、パンッ！パンッ！パンッ！,咻嚕嚕、啪！啪！啪！,,滾滾，砰！砰！砰！,,"Squelch, slap! Slap! Slap!","즈르릇, 팡! 팡! 팡!",咻噜噜、啪！啪！啪！
,,,,,,,,,,
Daiya.Debauchery2-47,ダイヤ,「お゛おっ♥！き、キィーーーーッ♥！キィーーーッ！」,「お゛おっ♥！き、キィーーーーッ♥！キィーーーッ！」,「喔喔♥！嘰、嘰ーーーー♥！嘰ーーーー！」,,「喔喔♥！咦、咦———♥！咦———！」,,Ohh♥! K-KIIIIII♥! KIIIIII!,"「오옷 오옷♥! 키, 키이ーーーー잇♥! 키이ーーー잇!」",「喔喔♥！吱、吱ーーーー♥！吱ーーー！」
,,,,,,,,,,
Daiya.Debauchery2-48,那由多,「はあっ♥、もう見分けがつきませんねっ♥私もご奉仕しますっ♥…キィーーーーッ！」,「はあっ♥、もう見分けがつきませんねっ♥私もご奉仕しますっ♥…キィーーーーッ！」,「哈啊♥，已經分不出來了呢♥，我也要侍奉了♥…嘰ーーーー！」,,「呼啊♥，我已經分不清了呢♥我也會侍奉您的♥…咦———！」,,"Haa♥, we're indistinguishable now♥ I'll serve the Master too♥... KIIIIII!","「하앗♥, 이제 구별이 안 가네요♥ 저도 봉사하겠습니다♥… 키이ーーーー잇!」",「哈啊♥、已经分不出来了呢♥我也要侍奉了♥…吱ーーーー！」
,,,,,,,,,,
Daiya.Debauchery2-49,,「キィーーーッ！お出しくださいッ！中だし準備完了ですッ！！」,「キィーーーッ！お出しくださいッ！中だし準備完了ですッ！！」,「嘰ーーー！請射出來吧！中出準備完畢了！！」,,「咦———！請讓我出場！內射準備完成了！！」,,KIIIIII! Please come! I am ready for a creampie!!,「키이ーーー잇! 싸주십시오! 안에 싸기 준비 완료입니다!!」,「吱ーーー！请射出来吧！中出准备完毕了！！」
,,,,,,,,,,
Daiya.Debauchery2-50,Daiya&Nayuta 2ｰ7,ドクンッ！！ドクッ、ビュルルル！！,ドクンッ！！ドクッ、ビュルルル！！,噗咻！！噗、咻嚕嚕嚕！！,,砰——！！砰，嗡嗡嗡！！,,"Throb!! Throb, spuuurt!!","도쿤!! 도큣, 뷰르르르!!",噗咚！！噗、咻噜噜噜！！
,,,,,,,,,,
Daiya.Debauchery2-51,ダイヤ,「お゛おおっ♥！お゛っ♥！キィーーーーーーッ♥！！！」,「お゛おおっ♥！お゛っ♥！キィーーーーーーッ♥！！！」,「喔喔喔♥！喔♥！嘰ーーーーーー♥！！！」,,「喔喔喔♥！喔喔♥！咦———♥！！！」,,Ohhh♥! Oh♥! KIIIIIIII♥!!!,「오옷 오오옷♥! 오옷 옷♥! 키이ーーーーーー잇♥!!!」,「喔喔喔♥！喔♥！吱ーーーーーー♥！！！」
,,,,,,,,,,
Daiya.Debauchery2-52,,「報告しますッ♥、下級戦闘員02号っ♥中だしっ♥…完了しましたっ♥！！」,「報告しますッ♥、下級戦闘員02号っ♥中だしっ♥…完了しましたっ♥！！」,「報告！♥，下級戰鬥員02號♥中出♥…完成了♥！！」,,「報告！下級戰鬥員02號♥內射♥…已完成♥！！」,,"Report!♥, junior soldier 02♥ has received a creampie♥!","「보고합니다♥, 하급 전투원 02호♥ 안에 싸기♥… 완료했습니다♥!!」",「报告！♥、下级战斗员02号♥中出♥…完成了♥！！」
,,,,,,,,,,
Daiya.Debauchery2-53,,「キィーーーーーーッ♥！」,「キィーーーーーーッ♥！」,「嘰ーーーーーー♥！」,,「咦———♥！」,,KIIIIIIIIII♥!,「키이ーーーーーー잇♥!」,「吱ーーーーーー♥！」
,,,,,,,,,,
Daiya.Debauchery2-54,那由多,「キィーーーーーッ♥！はあっ♥、ご主人様っ♥…次はっ私がッ♥！」,「キィーーーーーッ♥！はあっ♥、ご主人様っ♥…次はっ私がッ♥！」,「嘰ーーーーー♥！哈啊♥，主人♥…接下來♥換我♥！」,,「咦———♥！哈♥，主人♥…接下來輪到我了♥！」,,"KIIIIIIII♥! Haa♥, Master♥... I am next♥!","「키이ーーーーー잇♥! 하앗♥, 주인님♥… 다음은♥ 제가♥!」",「吱ーーーーー♥！哈啊♥、主人♥…接下来♥换我♥！」
,,,,,,,,,,
Daiya.Debauchery2-55,怪人,「グフフッ、心配するな下級戦闘員共…元の名前も忘れるほど可愛がってやる」,「グフフッ、心配するな下級戦闘員共…元の名前も忘れるほど可愛がってやる」,「咕呼呼，別擔心，下級戰鬥員們…我會好好疼愛妳們，直到妳們忘記原來的名字為止」,,「咕呼呼，別擔心，下級戰鬥員們…我會好好疼愛妳們，直到妳們忘記原來的名字為止」,,"Gufufu, don't worry, junior soldiers... I'll fuck you so hard that you'll forget your original names.","「크흐흣, 걱정 마라 하급 전투원들아… 원래 이름도 잊을 정도로 귀여워해주마」",「咕呼呼、别担心，下级战斗员们…我会好好疼爱你们，直到你们忘记原来的名字为止」
,,,,,,,,,,
Daiya.Debauchery2-56,那由多,「はあっ♥、はあっ♥、キィーーーーーーッ♥！」,「はあっ♥、はあっ♥、キィーーーーーーッ♥！」,「哈啊♥、哈啊♥，嘰ーーーーーー♥！」,,「哈♥，哈♥，咦———♥！」,,"Haa♥, haa♥, KIIIIIIII♥!","「하앗♥, 하앗♥, 키이ーーーーーー잇♥!」",「哈啊♥、哈啊♥、吱ーーーーーー♥！」
,,,,,,,,,,
Daiya.Debauchery2-57,ダイヤ,「お゛っ♥！き、キィーーーーーーッ！」,「お゛っ♥！き、キィーーーーーーッ！」,「喔♥！嘰、嘰ーーーーーー！」,,「噢♥！咦、咦———！」,,Oh♥! K-KIIIIIIII!,"「오옷 옷♥! 키, 키이ーーーーーー잇!」",「喔♥！吱、吱ーーーーーー！」
,,,,,,,,,,
Daiya.Debauchery2-58,,「キィーーーーーーッ！」,「キィーーーーーーッ！」,「嘰ーーーーーー！」,,「咦———！」,,Kiiii!,「키이ーーーーーー잇!」,「吱ーーーーーー！」
,,,,,,,,,,
Daiya.Debauchery2-59,,「キィーーーーーーッ！」,「キィーーーーーーッ！」,「嘰ーーーーーー！」,,「咦———！」,,Kiiii!,「키이ーーーーーー잇!」,「吱ーーーーーー！」
,,,,,,,,,,
Daiya.Debauchery2-60,,「キィーーーーーーッ！」,「キィーーーーーーッ！」,「嘰ーーーーーー！」,,「咦———！」,,Kiiii!,「키이ーーーーーー잇!」,「吱ーーーーーー！」
,,,,,,,,,,
