Key,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,English_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,Korean_Steam
Ability.MilkOverdrive_Info,"過度にミルク搾って味方全員に分ける。
明穂以外の味方全員が全回復する。
使用後 ミルク補給 と ミルク補給オバードライブ が今回のバトルで使用不可となる。","Excessively milks oneself and distributes it to all allies.
Fully restores HP and SP of all allies except Akiho.
After use, Milk Supply and Milk Supply Overdrive become unusable for the current battle.","過度的榨取人奶來分給隊友全員。
明穗以外的隊友全員狀態全回復。
使用後 特濃人奶 和 人奶補給 將不能使用","过度的榨取人奶来分给队友全员。
明穗以外的队友全员状态全回复。
使用后 特浓人奶 和 人奶补给 将不能使用","過度にミルク搾って味方全員に分ける。
明穂以外の味方全員が全回復する。
使用後 ミルク補給 と ミルク補給オバードライブ が今回のバトルで使用不可となる。","Excessively milks oneself and distributes it to all allies.
Fully restores HP and SP of all allies except Akiho.
After use, Milk Supply and Milk Supply Overdrive become unusable for the current battle.","過度榨取人奶來分給隊友全員。
明穗以外的隊友全隊回復全狀態。
使用後 特濃人奶 和 人奶補給 將不能使用","过度的榨取人奶来分给队友全员。
明穗以外的队友全员状态全回复。
使用后 特浓人奶 和 人奶补给 将不能使用","과도하게 밀크를 짜서 아군 전원에게 나눈다.
아키호 이외의 아군 전원이 완전 회복한다.
사용 후 밀크 보급과 밀크 보급 오버드라이브가 이번 배틀에서 사용 불가 상태가 된다."
Ability.Overdrive,オーバードライブ,Overdrive,超速档,超速档,オーバードライブ,Overdrive,超速檔,超速档,오버드라이브
Ability.Overdrive_Info,"３ターン連続行動することができる。
その後３ターン行動不能となる。","Act continuously for 3 turns.
Unable to act for 3 turns afterward.","可以連續行動三次。
但是使用後將會陷入行動不能狀態3回合。","可以连续行动三次。
但是使用后将会陷入行动不能状态3回合。","３ターン連続行動することができる。
その後３ターン行動不能となる。","Act continuously for 3 turns.
Unable to act for 3 turns afterward.","可以連續行動三次。
但是使用後將會無法行動狀態3回合。","可以连续行动三次。
但是使用后将会陷入无法行动状态3回合。","３턴 연속 행동할 수 있다.
그 후 ３턴 행동 불능이 된다."
Ability.QuickAttack,連撃,Combo Attack,連擊,连击,連撃,Combo Attack,連擊,连击,연격
Ability.QuickAttack_Info,ランダム攻撃x3,Randomly attacks 3 times.,隨機攻擊敵人x3,随机攻击敌人x3,ランダム攻撃x3,Randomly attacks 3 times.,隨機攻擊敵人x3,随机攻击敌人x3,랜덤 공격x3
Ability.Fist,正拳突き,Straight Punch,正拳,正拳,正拳突き,Straight Punch,正拳,正拳,정권 찌르기
Ability.Fist_Info,ターンを消耗せずに敵単体を攻撃する。,Attack a single enemy without consuming your turn.,不消耗回合來攻擊一個敵人。,不消耗回合来攻击一个敌人。,ターンを消耗せずに敵単体を攻撃する。,Attack a single enemy without consuming your turn.,不消耗回合來攻擊一個敵人。,不消耗回合来攻击一个敌人。,턴을 소모하지 않고 적 단체를 공격한다.
Ability.Repel,反撃の意思,Intent to Counterattack,反擊的意志,反击的意志,反撃の意思,Intent to Counterattack,反擊的意志,反击的意志,반격의 의지
Ability.Repel_Info,一定時間内、攻撃されるたびに自身の防御力の割合に基づく反射ダメージを与える,"Reflects damage based on your defense whenever you're attacked, for a limited duration.",在一定時間內被攻擊時會反彈傷害。(反彈傷害依照自身的防御力計算),在一定时间内被攻击时会反弹伤害。(反弹伤害依照自身的防御力计算),一定時間内、攻撃されるたびに自身の防御力の割合に基づく反射ダメージを与える,"Reflects damage based on your defense whenever you're attacked, for a limited duration.",在一定時間內被攻擊時會反彈傷害。(反彈傷害依照自身的防禦力計算),在一定时间内被攻击时会反弹伤害。(反弹伤害依照自身的防御力计算),"일정 시간 내, 공격받을 때마다 자신의 방어력 비율에 기반한 반사 데미지를 준다"
Ability.GuardUp,不動のオーラ,Immovable Aura,堅定的光環,坚定的光环,不動のオーラ,Immovable Aura,堅定的光環,坚定的光环,부동의 오라
Ability.GuardUp_Info,2 ターン間防御力99アップ,Raises defense by 99 for 2 turns.,2回合內防御力增加99點,2回合内防御力增加99点,2 ターン間防御力99アップ,Raises defense by 99 for 2 turns.,2回合內防禦力增加99點,2回合内防御力增加99点,2 턴간 방어력 99 업
Ability.GuardianAngel,不滅の加護,Immortal Protection,不滅的加護,不灭的加护,不滅の加護,Immortal Protection,不滅的加護,不灭的加护,불멸의 가호
Ability.GuardianAngel_Info,１ターンの間味方全員が受けるダメージを無効にする。,Negates all damage received by allies for 1 turn.,本回合內隊友所受到的傷害全部無效。,本回合内队友所受到的伤害全部无效。,１ターンの間味方全員が受けるダメージを無効にする。,Negates all damage received by allies for 1 turn.,本回合內隊友所受到的傷害全部無效。,本回合内队友所受到的伤害全部无效。,１턴 동안 아군 전원이 받는 데미지를 무효로 한다.
Ability.Hacking,ハッキング,Hacking,駭客攻擊,骇客攻击,ハッキング,Hacking,駭客攻擊,骇客攻击,해킹
Ability.Hacking_Info,"ターゲットをハッキングしてバトル終了までの間傀儡として操る。京への攻撃をすべて傀儡が代わりに受ける (機械類の敵のみ有効)
ターゲットとのレベル差と目標の残りHPが成功確率を左右する","Hacks the target, controlling it as a puppet until the end of battle.
The puppet receives all damage intended for Kei.
(Only effective on mechanical enemies. Success rate depends on level difference and target's remaining HP.)","控制住一名敵人將其當做傀儡操控。以京為目標的攻擊全部會由該傀儡代為承受 (只對機械類的敵人有效)
該技能由幾率會失敗，成功率由雙方的等級差而定。","控制住一名敌人将其当做傀儡操控。以京为目标的攻击全部会由该傀儡代为承受 (只对机械类的敌人有效)
该技能由几率会失败，成功率由双方的等级差而定。","ターゲットをハッキングしてバトル終了までの間傀儡として操る。京への攻撃をすべて傀儡が代わりに受ける (機械類の敵のみ有効)
ターゲットとのレベル差と目標の残りHPが成功確率を左右する","Hacks the target, controlling it as a puppet until the end of battle.
The puppet receives all damage intended for Kei.
(Only effective on mechanical enemies. Success rate depends on level difference and target's remaining HP.)","控制住一名敵人將其當做傀儡操控。以京為目標的攻擊全部會由該傀儡代為承受 (只對機械類的敵人有效)
該技能由幾率會失敗，成功率由雙方的等級差而定。","控制住一名敌人将其当做傀儡操控。以京为目标的攻击全部会由该傀儡代为承受 (只对机械类的敌人有效)
该技能由几率会失败，成功率由双方的等级差而定。","타겟을 해킹하여 배틀 종료 시까지 꼭두각시로 조종한다. 케이를 향한 공격을 전부 꼭두각시가 대신 받는다 (기계류 적에게만 유효)
타겟과의 레벨 차이와 목표의 남은 HP가 성공 확률을 좌우한다"
Ability.SuicideAttack,自爆指示,Self-Destruct Command,自爆指示,自爆指示,自爆指示,Self-Destruct Command,自爆指示,自爆指示,자폭 지시
Ability.SuicideAttack_Info,"ハッキングした傀儡を自爆攻撃を行わせる。
傀儡の残りHPがダメージとする。","Forces the hacked puppet to self-destruct, dealing damage equal to its remaining HP.","命令傀儡進行自爆攻擊。
造成的傷害為該傀儡的剩餘HP。","命令傀儡进行自爆攻击。
造成的伤害为该傀儡的剩余HP。","ハッキングした傀儡を自爆攻撃を行わせる。
傀儡の残りHPがダメージとする。","Forces the hacked puppet to self-destruct, dealing damage equal to its remaining HP.","命令傀儡進行自爆攻擊。
造成的傷害為該傀儡的剩餘HP。","命令傀儡进行自爆攻击。
造成的伤害为该傀儡的剩余HP。","해킹한 꼭두각시에게 자폭 공격을 시킨다.
꼭두각시의 남은 HP가 데미지가 된다."
Ability.Suicide,自爆攻撃,Self-Destruct Attack,自爆攻撃,自爆攻撃,自爆攻撃,Self-Destruct Attack,自爆攻擊,自爆攻撃,자폭 공격
Ability.Suicide_Info,"自爆攻撃を行う。
残りHPがダメージとする。","Performs a self-destruct attack.
Deals damage equal to remaining HP.","進行自爆攻擊。
造成的傷害為自身剩餘的HP。","进行自爆攻击。
造成的伤害为自身剩余的HP。","自爆攻撃を行う。
残りHPがダメージとする。","Performs a self-destruct attack.
Deals damage equal to remaining HP.","進行自爆攻擊。
造成的傷害為自身剩餘的HP。","进行自爆攻击。
造成的伤害为自身剩余的HP。","자폭 공격을 한다.
남은 HP가 데미지가 된다."
Ability.Reprogram,リファクタリング,Refactoring,代碼優化,代码优化,リファクタリング,Refactoring,代碼優化,代码优化,리팩토링
Ability.Reprogram_Info,ターゲットのプログラムを再作成し、攻撃力と防御を上昇させる。(機械類の目標のみ有効),"Rewrites the target’s program, increasing its attack and defense. (Only effective on mechanical targets)",對該對象的代碼進行優化，提高攻擊力與防御力。（只對機械類目標有效）,对该对象的代码进行优化，提高攻击力与防御力。（只对机械类目标有效）,ターゲットのプログラムを再作成し、攻撃力と防御を上昇させる。(機械類の目標のみ有効),"Rewrites the target’s program, increasing its attack and defense. (Only effective on mechanical targets)",對該對象的代碼進行優化，提高攻擊力與防禦力。（只對機械類目標有效）,对该对象的代码进行优化，提高攻击力与防御力。（只对机械类目标有效）,"타겟의 프로그램을 재작성하여, 공격력과 방어를 상승시킨다. (기계류 목표에게만 유효)"
Ability.EffeciencyBoost,システム修復,System Restore,系統修復,系统修复,システム修復,System Restore,系統修復,系统修复,시스템 수복
Ability.EffeciencyBoost_Info,ターゲットのプログラムを最適化し、HPを回復させ、すぐに次の行動をとることができるようにする。(機械類の目標のみ有効),"Optimizes the target’s program, recovering its HP and immediately allowing it another action. (Only effective on mechanical targets)",對該對象的代碼進行優化、回復該對象的HP、並讓其能夠即刻進行下一回合的行動。(只對機械類敵人有效),对该对象的代码进行优化、回复该对象的HP、并让其能够即刻进行下一回合的行动。(只对机械类敌人有效),ターゲットのプログラムを最適化し、HPを回復させ、すぐに次の行動をとることができるようにする。(機械類の目標のみ有効),"Optimizes the target’s program, recovering its HP and immediately allowing it another action. (Only effective on mechanical targets)",對該對象的代碼進行優化、回復該對象的HP、並讓其能夠即刻進行下一回合的行動。(只對機械類敵人有效),对该对象的代码进行优化、回复该对象的HP、并让其能够即刻进行下一回合的行动。(只对机械类敌人有效),"타겟의 프로그램을 최적화하여, HP를 회복시키고, 즉시 다음 행동을 취할 수 있도록 한다. (기계류 목표에게만 유효)"
Ability.DroneSupport,火力支援,Fire Support,火力支援,火力支援,火力支援,Fire Support,火力支援,火力支援,화력 지원
Ability.DroneSupport_Info,"アンドロイドを召喚する
最大同時2体を召喚できる","Summons androids.
Can summon up to 2 simultaneously.","召喚機器人
最多召喚2個","召唤机器人
最多同时召唤两个","アンドロイドを召喚する
最大同時2体を召喚できる","Summons androids.
Can summon up to 2 simultaneously.","召喚機器人
最多召喚2個","召唤机器人
最多同时召唤两个","안드로이드를 소환한다
최대 동시에 2체를 소환할 수 있다"
Ability.RepairFriend,修理,Repair,維修,维修,修理,Repair,維修,维修,수리
Ability.RepairFriend_Info,仲間のHPを15%回復する,Restores 15% HP of an ally.,治療隊友的HP15%。,治疗队友的HP15%。,仲間のHPを15%回復する,Restores 15% HP of an ally.,治療隊友的HP15%。,治疗队友的HP15%。,아군의 HP를 15% 회복한다.
Ability.PowerMode,雷神之相,Thunder God's Form,雷神之相,雷神之相,雷神之相,Thunder God's Form,雷神之相,雷神之相,뇌신지상
Ability.PowerMode_On,雷神之相 (入),Thunder God's Form (On),雷神之相 (入),雷神之相 (入),雷神之相 (入),Thunder God's Form (On),雷神之相 (入),雷神之相 (入),뇌신지상 (입)
Ability.PowerMode_Off,雷神之相 (切),Thunder God's Form (Off),雷神之相 (切),雷神之相 (切),雷神之相 (切),Thunder God's Form (Off),雷神之相 (切),雷神之相 (切),뇌신지상 (절)
Ability.PowerMode_Info,"有効にすると攻撃が70%アップ。
常時 20 ダメージ受ける。

スキルを有効・無効にするときターンを消耗しない","When activated, increases attack by 70%, but continuously takes 20 damage.
Activating/deactivating does not consume a turn.","使用時攻擊力提升70%
但是每回合會受到 20 點傷害。

技能可以隨時開關切換且不會消耗回合","使用时攻击力提升70%
但是每回合会受到 20 点伤害。

技能可以随时开关切换且不会消耗回合","有効にすると攻撃が70%アップ。
常時 20 ダメージ受ける。

スキルを有効・無効にするときターンを消耗しない","When activated, increases attack by 70%, but continuously takes 20 damage.
Activating/deactivating does not consume a turn.","使用時攻擊力提升70%
但是每回合會受到 20 點傷害。

技能可以隨時開關切換且不會消耗回合","使用时攻击力提升70%
但是每回合会受到 20 点伤害。

技能可以随时开关切换且不会消耗回合","활성화하면 공격이 70% 업.
상시 20 데미지를 받는다.

스킬을 활성화・비활성화할 때 턴을 소모하지 않는다"
Ability.ChargeAttack,明鏡止水,Clear Mind,明鏡止水,明镜止水,明鏡止水,Clear Mind,明鏡止水,明镜止水,명경지수
Ability.ChargeAttack_Info,"次の攻撃のために力を貯めて、攻撃力を150%上げる。
連続使用でバフを重ねることができる。","Focuses energy for the next attack, increasing attack power by 150%.
Buff stacks with repeated use.","為了下一次攻擊而蓄力，攻擊力增加150%
連續使用可以重疊。","为了下一次攻击而蓄力，攻击力增加150%
连续使用可以重叠。","次の攻撃のために力を貯めて、攻撃力を150%上げる。
連続使用でバフを重ねることができる。","Focuses energy for the next attack, increasing attack power by 150%.
Buff stacks with repeated use.","為了下一次攻擊而蓄力，攻擊力增加150%
連續使用可以重疊。","为了下一次攻击而蓄力，攻击力增加150%
连续使用可以重叠。","다음 공격을 위해 힘을 모아, 공격력을 150% 올린다.
연속 사용으로 버프를 중첩할 수 있다."
Ability.Ultimate,絶命破斬,Fatal Slash,絕命破斬,绝命破斩,絶命破斬,Fatal Slash,絕命破斬,绝命破斩,절명파참
Ability.Ultimate_Info,"敵１体に大量のダメージを与える。HPが少ないほどダメージが高くなる。
与えたダメージを吸収してHPを回復する。","Deals massive damage to a single enemy. Damage increases as your HP decreases.
Absorbs the damage dealt to restore your HP.","對一名敵人造成大量傷害，使用者的HP越少傷害越高。
吸收造成的傷害來回復自身HP。","对一名敌人造成大量伤害，使用者的HP越少伤害越高。
吸收造成的伤害来回复自身HP。","敵１体に大量のダメージを与える。HPが少ないほどダメージが高くなる。
与えたダメージを吸収してHPを回復する。","Deals massive damage to a single enemy. Damage increases as your HP decreases.
Absorbs the damage dealt to restore your HP.","對一名敵人造成大量傷害，使用者的HP越少傷害越高。
吸收造成的傷害來回復自身HP。","对一名敌人造成大量伤害，使用者的HP越少伤害越高。
吸收造成的伤害来回复自身HP。","적 １체에게 대량의 데미지를 준다. HP가 적을수록 데미지가 높아진다.
준 데미지를 흡수하여 HP를 회복한다."
Ability.Stungun_Info,スタンガンでターゲットを1ターン行動不能にする。,Stuns a target for 1 turn.,使敵人麻痺一回合，陷入行動不能狀態。,使敌人麻痺一回合，陷入行动不能状态。,スタンガンでターゲットを1ターン行動不能にする。,Stuns a target for 1 turn.,使敵人麻痺一回合，陷入無法行動狀態。,使敌人麻痹一回合，陷入无法行动状态。,스턴건으로 타겟을 1턴 행동 불능으로 만든다.
Ability.DivineShield,エナジーシールド,Energy Shield,能量盾,能量盾,エナジーシールド,Energy Shield,能量盾,能量盾,에너지 실드
Ability.DivineShield_Info,次に受けたダメージを無効にする,Negates the next instance of damage received.,將下一次受到的傷害無效化,将下一次受到的伤害无效化,次に受けたダメージを無効にする,Negates the next instance of damage received.,將下一次受到的傷害無效化。,将下一次受到的伤害无效化,다음에 받은 데미지를 무효로 한다
Ability.DivineRapier,ディバインキャリバー,Divine Caliber,能量光劍,能量光剑,ディバインキャリバー,Divine Caliber,能量光劍,能量光剑,디바인 캘리버
Ability.DivineRapier_Info,敵単体を攻撃し、防御力を極端まで低下させてそして無力化する。,"Attacks a single enemy, drastically lowering its defense and disabling it.",對一名敵人造成傷害，並同時將對方的防御力降低至一個極端。,对一名敌人造成伤害，并同时将对方的防御力降低至一个极端。,敵単体を攻撃し、防御力を極端まで低下させてそして無力化する。,"Attacks a single enemy, drastically lowering its defense and disabling it.",對一名敵人造成傷害，並同時將對方的防禦力降低至一個極端。,对一名敌人造成伤害，并同时将对方的防御力降低至一个极端。,"적 단체를 공격하여, 방어력을 극한까지 저하시키고 무력화."
Ability.StunShield,トラップシールド,Trap Shield,陷阱盾,陷阱盾,トラップシールド,Trap Shield,陷阱盾,陷阱盾,트랩 실드
Ability.StunShield_Info,次にエレナを攻撃するものは一時行動不能になる。,The next attacker on Erena is temporarily incapacitated.,下一個攻擊艾蓮娜的敵人將會暫時陷入行動不能狀態。,下一个攻击艾莲娜的敌人将会暂时陷入行动不能状态。,次にエレナを攻撃するものは一時行動不能になる。,The next attacker on Erena is temporarily incapacitated.,下一個攻擊艾蓮娜的敵人將會暫時陷入無法行動的狀態。,下一个攻击艾莲娜的敌人将会暂时陷入行动不能状态。,다음에 엘레나를 공격하는 자는 일시적으로 행동 불능이 된다.
Ability.SitDown,お座り,Sit,坐下,坐下,お座り,Sit,坐下,坐下,앉아
Ability.SitDown_Info,ダイヤちゃんは犬としてよく躾されている。ご主人様のコマンドに応じて座ることができる。,Diamond is well-trained as a dog and obediently sits on command.,黛雅經常接受良好的訓練，能夠根據主人的指令坐下。,黛雅经常接受良好的训练，能够根据主人的指令坐下。,ダイヤちゃんは犬としてよく躾されている。ご主人様のコマンドに応じて座ることができる。,Diamond is well-trained as a dog and obediently sits on command.,黛雅經常接受良好的訓練，能夠根據主人的指令坐下。,黛雅经常接受良好的训练，能够根据主人的指令坐下。,다이아쨩은 개로서 잘 훈련되어 있다. 주인님의 명령에 따라 앉을 수 있다.
Ability.Bite,噛みつく,Bite,咬,咬,噛みつく,Bite,咬,咬,물어뜯기
Ability.Bite_Info,敵単体を噛んで1ターン行動不能にする。,"Bites a single enemy, incapacitating them for 1 turn.",對敵方單個目標進行咬擊，使其在1回合無法行動。,对敌方单个目标进行咬击，使其在1回合无法行动。,敵単体を噛んで1ターン行動不能にする。,"Bites a single enemy, incapacitating them for 1 turn.",對敵方單個目標進行咬擊，使其在1回合無法行動。,对敌方单个目标进行咬击，使其在1回合无法行动。,적 1명을 물어 1턴 동안 행동 불능으로 만든다.
Ability.StopThinking,思考停止,Thought Stop,停止思考,停止思考,思考停止,Thought Stop,停止思考,停止思考,사고 정지
Ability.StopThinking_Info,下級戦闘員には余計な思考は不要。集中力を上げてしばらく攻撃力アップ。,Lower-ranking soldiers don't need excessive thoughts. Temporarily increases attack power by enhancing concentration.,對於下級戰鬥員來說，不需要多餘的思考。集中精神，提升攻擊力一段時間。,对于下级战斗员来说，不需要多余的思考。集中精神，提升攻击力一段时间。,下級戦闘員には余計な思考は不要。集中力を上げてしばらく攻撃力アップ。,Lower-ranking soldiers don't need excessive thoughts. Temporarily increases attack power by enhancing concentration.,對於下級戰鬥員來說，不需要多餘的思考。集中精神，提升攻擊力一段時間。,对于下级战斗员来说，不需要多余的思考。集中精神，提升攻击力一段时间。,하급 전투원에게 불필요한 생각은 필요 없다. 집중력을 높여 잠시 공격력이 상승한다.
Ability.Horny,発情,In Heat,發情,发情,発情,In Heat,發情,发情,발정
Ability.Horny_Info,下級戦闘員の調教を最後まで受けたものはいつでも発情できる。発動者が3ターン発情状態になる。,"Soldiers who have completed their training can become ""in heat"" anytime. The user enters ""heat"" status for 3 turns.",接受過下級戰鬥員的調教的人隨時可以發情。發動者將進入發情狀態3回合。,接受过下级战斗员的调教的人随时可以发情。发动者将进入发情状态3回合。,下級戦闘員の調教を最後まで受けたものはいつでも発情できる。発動者が3ターン発情状態になる。,"Soldiers who have completed their training can become ""in heat"" anytime. The user enters ""heat"" status for 3 turns.",接受過下級戰鬥員的調教的人隨時可以發情。發動者將進入發情狀態3回合。,接受过下级战斗员的调教的人随时可以发情。发动者将进入发情状态3回合。,하급 전투원 조교를 끝까지 받은 자는 언제든 발정할 수 있다. 사용자는 3턴 동안 발정 상태가 된다.
Ability.DiamondSlash,袈裟上げ,Diagonal Slash,鈍擊,钝击,袈裟上げ,Diagonal Slash,鈍擊,钝击,케사 올려베기
Ability.DiamondSlash_Info,"ダイヤの技。
敵単体を２ターン行動不能にする。","Diamond’s skill.
Incapacitate a single enemy for 2 turns.",黛雅的技能。使單個敵人暈眩2回合。,黛雅的技能。使单个敌人晕眩2回合。,"ダイヤの技。
敵単体を２ターン行動不能にする。","Diamond’s skill.
Incapacitate a single enemy for 2 turns.",黛雅的技能。使單個敵人暈眩2回合。,黛雅的技能。使单个敌人晕眩2回合。,다이아의 기술. 적 1명을 2턴 동안 행동 불능으로 만든다.
HomeCharacter,ホーム台詞,ホーム台詞,ホーム台詞,ホーム台词,ホーム台詞,ホーム台詞,ホーム臺詞,ホーム台词,홈 대사
HomeChar.No5_1-1,「こんにちは、何かご用はありますか？」,"「Hello, how can I help you?」",「您好，找我有什麼事嗎？」,「您好，找我有什么事吗？」,「こんにちは、何かご用はありますか？」,"「Hello, how can I help you?」",「您好，找我有什麼事嗎？」,「您好，找我有什幺事吗？」,"「안녕하세요, 무슨 용무이신가요?」"
HomeChar.No5_1-2,「ドクター、貴方の活躍を期待しています。」,"「Docter, we look forward to seeing you in action.」",「博士，我很期待你的活躍。」,「博士，我很期待你的活跃。」,「ドクター、貴方の活躍を期待しています。」,"「Docter, we look forward to seeing you in action.」",「博士，我很期待你的活躍。」,「博士，我很期待你的活跃。」,"「닥터, 당신의 활약을 기대하고 있습니다.」"
HomeChar.No5_1-3,「準備は万全です。いつでも出撃できます。」,「All set. We're ready to action.」,「已經準備就緒，隨時可以出撃。」,「已经准备就绪，随时可以出撃。」,「準備は万全です。いつでも出撃できます。」,「All set. We're ready to action.」,「已經準備就緒，隨時可以出擊。」,「已经准备就绪，随时可以出撃。」,「준비는 완료되었습니다. 언제든 출격할 수 있습니다.」
HomeChar.No5_1-4,「状況は非常に悪いです。聖核戦姫を何とかしないと...」,「The situation is very bad. We have to do something about the Seikaku Princess...」,「財團的情況非常糟糕。必須對聖核戦姫做點什麼...」,「财团的情况非常糟糕。必须对圣核戦姫做点什么...」,「状況は非常に悪いです。聖核戦姫を何とかしないと...」,「The situation is very bad. We have to do something about the Seikaku Princess...」,「財團的情況非常糟糕。必須對聖核戰姬做點什麼...」,「财团的情况非常糟糕。必须对圣核戦姫做点什幺...」,「상황은 매우 나쁩니다. 성핵전희를 어떻게든 하지 않으면...」
HomeChar.No5_2-3,「オリジナルの研究開発は順調ですか？」,「How's the research of my 'original' doing?」,「對'本體'的研究還順利嗎？」,「对'本体'的研究还顺利吗？」,「オリジナルの研究開発は順調ですか？」,「How's the research of my 'original' doing?」,「對『本體』的研究還順利嗎？」,「对'本体'的研究还顺利吗？」,「오리지널의 연구 개발은 순조롭습니까?」
HomeChar.Akiho_2-1,「なんですか？おっぱい搾ってくれるんですか？」,「What is it? Are you going to squeeze my tits?」,「怎麼了？要幫我榨奶了嗎...？」,「怎么了？要帮我榨奶了吗...？」,「なんですか？おっぱい搾ってくれるんですか？」,「What is it? Are you going to squeeze my tits?」,「怎麼了？要幫我榨奶了嗎...？」,「怎幺了？要帮我榨奶了吗...？」,「뭐예요? 젖 짜주게요?」
HomeChar.Akiho_2-2,「どうせなら六花も一緒に…」,「Hope Rikka is here with me…」,「都這樣了還不如六花也一起來…」,「都这样了还不如六花也一起来…」,「どうせなら六花も一緒に…」,「Hope Rikka is here with me…」,「都這樣了還不如六花也一起來…」,「都这样了还不如六花也一起来…」,「이왕이면 릿카도 같이…」
HomeChar.Akiho_2-3,「おっぱいが張って来ちゃった…搾ってもらわなきゃ」,「My tits are getting so tight... I need to have them squeezed」,「胸部開始漲起來了... 得讓人幫我榨一下了」,「胸部开始涨起来了... 得让人帮我榨一下了」,「おっぱいが張って来ちゃった…搾ってもらわなきゃ」,「My tits are getting so tight... I need to have them squeezed」,「胸部開始漲起來了... 得讓人幫我榨一下了」,「胸部开始涨起来了... 得让人帮我榨一下了」,「젖이 불어버렸어… 짜줘야 해」
HomeChar.Akiho_2-4,「……？私のミルク飲みますか？」,「……? Want to drink my milk?」,「……？要喝我的奶嗎？」,「……？要喝我的奶吗？」,「……？私のミルク飲みますか？」,「……? Want to drink my milk?」,「……？要喝我的奶嗎？」,「……？要喝我的奶吗？」,「……? 제 우유 마실래요?」
HomeChar.No72_3-1,「こんにちは、何かご用はありますか？」,"「Hello, how can I help you?」",「您好，請問有什麼能幫您的嗎？」,「您好，请问有什么能帮您的吗？」,「こんにちは、何かご用はありますか？」,"「Hello, how can I help you?」",「您好，請問有什麼能幫您的嗎？」,「您好，请问有什幺能帮您的吗？」,"「안녕하세요, 무슨 용무이신가요?」"
HomeChar.No72_3-2,「…そのデータは私の中に存在していません」,「…That data doesn't exist in my memory」,「…我的記憶裡沒有這項數據」,「…我的记忆里没有这项数据」,「…そのデータは私の中に存在していません」,「…That data doesn't exist in my memory」,「…我的記憶裡沒有這項數據」,「…我的记忆里没有这项数据」,「…그 데이터는 제 안에 존재하지 않습니다」
HomeChar.No72_3-3,「何かご命令ですか？」,「Any order?」,「有什麼要命令我的嗎？」,「有什么要命令我的吗？」,「何かご命令ですか？」,「Any order?」,「有什麼要命令我的嗎？」,「有什幺要命令我的吗？」,「무슨 명령이십니까?」
HomeChar.No72_3-4,「私に感情はプログラムされていません。他のクローンと同様です」,「I am not programmed with emotions. I am like any other clone.」,「我並沒有被植入情感這項功能。就像其他克隆人一樣。」,「我并没有被植入情感这项功能。就像其他克隆人一样。」,「私に感情はプログラムされていません。他のクローンと同様です」,「I am not programmed with emotions. I am like any other clone.」,「我並沒有被植入情感這項功能。就像其他克隆人一樣。」,「我并没有被植入情感这项功能。就像其他克隆人一样。」,「제게 감정은 프로그램되어 있지 않습니다. 다른 클론과 마찬가지입니다」
HomeChar.Erena_5-1,「愚かな私ですが、存分にお使いください」,"「I am a fool, but use me to your heart's content」",「雖然是這樣愚笨的我，但是請主人盡情利用。」,「虽然是这样愚笨的我，但是请主人尽情利用。」,「愚かな私ですが、存分にお使いください」,"「I am a fool, but use me to your heart's content」",「雖然是這樣愚笨的我，但是請主人盡情利用。」,「虽然是这样愚笨的我，但是请主人尽情利用。」,"「어리석은 저입니다만, 마음껏 써 주십시오」"
HomeChar.Erena_5-2,「聖核戦姫に聖月生徒会…今はただの殲滅対象に過ぎません」,"「The Seikaku Princess, and the Student Council behind them... now they are merely targets for annihilation.」",「聖核戰姬和司令部…現在對我來說只不過是殲滅對象」,「圣核战姬和司令部…现在对我来说只不过是歼灭对象」,「聖核戦姫に対怪人特殊防衛組織…今はただの殲滅対象に過ぎません」,"「The Seikaku Princess, and the association behind them... now they are merely targets for annihilation.」",「聖核戰姬和司令部…現在對我來說只不過是殲滅對象」,「圣核战姬和司令部…现在对我来说只不过是歼灭对象」,「성핵전희에 성월학생회… 지금은 그저 섬멸 대상에 지나지 않습니다」
HomeChar.Erena_5-3,「そろそろご主人様にご奉仕する時間です」,「It's about time of the day to serve my master」,「是時候到主人的侍奉時間了」,「是时候到主人的侍奉时间了」,「そろそろご主人様にご奉仕する時間です」,「It's about time of the day to serve my master」,「是時候到侍奉主人的時間了」,「是时候到主人的侍奉时间了」,「슬슬 주인님께 봉사할 시간입니다」
HomeChar.Erena_5-4,「那由多…？その話はちょっと…」,「Nayuta…? I wouldn't like to talk about that now…」,「那由多…？這個話題有點…」,「那由多…？这个话题有点…」,「那由多…？その話はちょっと…」,「Nayuta…? I wouldn't like to talk about that now…」,「那由多…？這個話題有點…」,「那由多…？这个话题有点…」,「나유타…? 그 이야기는 좀…」
HomeChar.Kei_5-1,「暇だね…なんか楽しいことない？」,「I'm bored…Anything fun to do?」,「好閒啊…有沒有什麼快樂的活？」,「好闲啊…有没有什么快乐的活？」,「暇だね…なんか楽しいことない？」,「I'm bored…Anything fun to do?」,「好閒啊…有沒有什麼快樂的活動？」,「好闲啊…有没有什幺快乐的活？」,「심심하네… 뭔가 재밌는 일 없어?」
