Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Kei.DLC_BrainWash2-70,Kei debauchery DLC 1-8,ビュルルルッ！ドクッ！ドクッ！,ビュルルルッ！ドクッ！ドクッ！,啵滋——！咕嚕咕嚕——！,Spurt! Throb! Throb!,뷰르르르릇! 도큣! 도큣!,啵滋——！咕噜咕噜——！
,,,,,,,
Kei.DLC_BrainWash2-71,,「ひぎゅううううっ！ほ゛おっ！？た、ただいまっ、精液ッ♥！子宮に中だしされていることを確認しましたぁっ♥！」,「ひぎゅううううっ！ほ゛おっ！？た、ただいまっ、精液ッ♥！子宮に中だしされていることを確認しましたぁっ♥！」,「咿咕喔喔喔喔！吼喔！？現、現在確認、精液♥！正被中出在子宮裡♥！」,"""Higyuuuuu! Hooh!? Ejaculation confirmed! There is semen in my womb! I have been creampied!""","「히규우우우웃! 호옷 오옷!? 타, 방금, 정액♥! 자궁에 안에 싸지고 있는 것을 확인했습니다앗♥!」",「咿咕喔喔喔喔！吼喔！？现、现在确认、精液♥！正被中出在子宫里♥！」
,,,,,,,
Kei.DLC_BrainWash2-72,,「お゛っ♥、お゛っ♥！！、現在っ子宮がっ♥、戦闘員様の精液で満たされっ♥！！絶頂し続けている状態ですぅっ♥！！」,「お゛っ♥、お゛っ♥！！、現在っ子宮がっ♥、戦闘員様の精液で満たされっ♥！！絶頂し続けている状態ですぅっ♥！！」,「喔♥、喔♥！！、現在子宮♥、被戰鬥員大人的精液填滿♥！！正處於持續高潮的狀態♥！！」,"""Oh♥, oh♥!! Currently♥ being filled by the soldier's semen♥!! Still coming!!""","「오옷 옷♥, 오옷 옷♥!!, 현재 자궁이♥, 전투원님의 정액으로 채워져♥!! 계속 절정하고 있는 상태입니다앗♥!!」",「喔♥、喔♥！！、现在子宫♥、被战斗员大人的精液填满♥！！正处于持续高潮的状态♥！！」
,,,,,,,
Kei.DLC_BrainWash2-73,Kei debauchery DLC 1-9,「ほお゛おっ♥！お゛っ♥！お゛っ♥！」,「ほお゛おっ♥！お゛っ♥！お゛っ♥！」,「吼喔喔♥！喔♥！喔♥！」,"""Hoooh♥! Oh♥! Oh♥!""",「호오옷 오옷♥! 오옷 옷♥! 오옷 옷♥!」,「吼喔喔♥！喔♥！喔♥！」
,,,,,,,
Kei.DLC_BrainWash2-74,,ビクッ、ビクッ…！,ビクッ、ビクッ…！,哆嗦、哆嗦……！,"Twitch, twitch...!","비큿, 비큿…!",哆嗦、哆嗦……！
,,,,,,,
Kei.DLC_BrainWash2-75,,「お゛っ、い、イキ疲れたので少し休憩を…！」,「お゛っ、い、イキ疲れたので少し休憩を…！」,「喂...我高潮到累了，請讓我休息一下…！」,"""Oh, I-I'm exhausted from climaxing, so a little break...!""","「오옷 옷, 가, 가서 지쳤으니 조금 휴식을…!」",「喂...我高潮到累了，请让我休息一下…！」
,,,,,,,
Kei.DLC_BrainWash2-76,,「あ？何言ってんだ、まだ配信中だろうが。」,「あ？何言ってんだ、まだ配信中だろうが。」,「啊？妳在說什麼啊，還在直播中耶。」,"""Huh? What are you saying? We're still streaming!""","「아? 무슨 소리야, 아직 방송 중이잖아.」",「啊？你在说什么啊，还在直播中耶。」
,,,,,,,
Kei.DLC_BrainWash2-77,,「コイツ、幹部だった頃偉そうに散々俺達をコキ使いやがったからな…今度は俺達がたっぷり可愛がってやらねえとな。」,「コイツ、幹部だった頃偉そうに散々俺達をコキ使いやがったからな…今度は俺達がたっぷり可愛がってやらねえとな。」,「這傢伙，當幹部的時候跩個二五八萬地使喚我們…這次換我們來好好疼愛她才行。」,"""This one used to boss us around when she was an executive... Now it's our turn to show her proper attention.""","「이 녀석, 간부 시절 잘난 척하며 실컷 우리를 부려먹었으니까… 이번엔 우리가 듬뿍 귀여워줘야지.」",「这家伙，当干部的时候跩个二五八万地使唤我们…这次换我们来好好疼爱她才行。」
,,,,,,,
Kei.DLC_BrainWash2-78,Kei debauchery DLC 1-10,(はあっ、はあっ……、戦闘員共がこんなにっ…くそっ、改造されてさえいなければっ……！),(はあっ、はあっ……、戦闘員共がこんなにっ…くそっ、改造されてさえいなければっ……！),（哈啊、哈啊……、區區戰鬥員竟然這麼…可惡、要是沒有被改造的話……！）,"(Hah, hah... These soldier are so... Damn it, if only I hadn't been modified...!)","(하앗, 하앗……, 전투원 놈들이 이렇게나… 젠장, 개조당하지만 않았더라면……!)",（哈啊、哈啊……、区区战斗员竟然这么…可恶、要是没有被改造的话……！）
,,,,,,,
Kei.DLC_BrainWash2-79,,(ぐうっ…しかしっ……この状況から逃げるのはいくら私でも不可能…ッ……),(ぐうっ…しかしっ……この状況から逃げるのはいくら私でも不可能…ッ……),（唔…但是……要從這個狀況下逃走，就算是我也不可能…）,(Guh... But... Even I can't escape from this situation...),(크윽… 하지만…… 이 상황에서 도망치는 건 아무리 나라도 불가능…윽……),（唔…但是……要从这个状况下逃走，就算是我也不可能…）
,,,,,,,
Kei.DLC_BrainWash2-80,,(く、くそっ！とっととこいつらをイかせて終わらせるしか無いっ！),(く、くそっ！とっととこいつらをイかせて終わらせるしか無いっ！),（可、可惡！只能快點讓這些傢伙射精來結束這一切了！）,(D-Damn it! I have no choice but to make them come quickly and end this!),"(제, 젠장! 빨리 이놈들을 가게 하고 끝내는 수밖에 없어!)",（可、可恶！只能快点让这些家伙射精来结束这一切了！）
,,,,,,,
Kei.DLC_BrainWash2-81,,「き、キィーーーーッ！！男性戦闘員様っ！どうぞ下級戦闘員K22号をお使いくださいッ！」,「き、キィーーーーッ！！男性戦闘員様っ！どうぞ下級戦闘員K22号をお使いくださいッ！」,「吱、吱ーーーー！！男性戰鬥員大人！請盡情使用下級戰鬥員K22號吧！」,"""Kiiiiii!! Male soldiers! Please fuck me, junior soldier K22!""","「키, 키이ーーーー잇!! 남성 전투원님! 부디 하급 전투원 K22호를 사용해주십시오!」",「吱、吱ーーーー！！男性战斗员大人！请尽情使用下级战斗员K22号吧！」
,,,,,,,
Kei.DLC_BrainWash2-82,Kei debauchery DLC 1-11,パンッ！パンッ！パンッ！パンッ！,パンッ！パンッ！パンッ！パンッ！,啪！啪！啪！啪！,Slap... Slap... Slap...,팡! 팡! 팡! 팡!,啪！啪！啪！啪！
,,,,,,,
Kei.DLC_BrainWash2-83,K22号,「ほ゛おっ♥♥、お゛おっ♥イグッ♥！イきましたぁっ♥！」,「ほ゛おっ♥♥、お゛おっ♥イグッ♥！イきましたぁっ♥！」,「吼喔♥♥、喔喔♥要去了♥！我高潮了♥！」,"""Hooh♥♥, ooh♥ I'm coming♥ Coming♥!""","「호옷 오옷♥♥, 오옷 오옷♥ 이크윽♥! 가버렸어요옷♥!」",「吼喔♥♥、喔喔♥要去了♥！我高潮了♥！」
,,,,,,,
Kei.DLC_BrainWash2-84,男戦闘員,「ふう～っ！コイツ体だけは最高だなっ！元聖核戦姫で幹部様だからなっ、オラッ、休んでんじゃねえ！」,「ふう～っ！コイツ体だけは最高だなっ！元聖核戦姫で幹部様だからなっ、オラッ、休んでんじゃねえ！」,「呼～！這傢伙只有身體最棒啊！畢竟是前聖核戰姬的幹部大人、喂、不准休息！」,"""Phew! Her body really is the best! She was a Holy Core Battlemaid and an executive after all. Come on, this is not the time to take a break!""","「후우~! 이 녀석 몸만은 최고네! 전 성핵전희이자 간부 님이시니까, 자! 쉬지 마!」",「呼～！这家伙只有身体最棒啊！毕竟是前圣核战姬的干部大人、喂、不准休息！」
,,,,,,,
Kei.DLC_BrainWash2-85,Kei debauchery DLC 1-12,パンッ！パンッ！パンッ！パンッ！,パンッ！パンッ！パンッ！パンッ！,啪！啪！啪！啪！,Slap... Slap... Slap...,팡! 팡! 팡! 팡!,啪！啪！啪！啪！
,,,,,,,
Kei.DLC_BrainWash2-86,K22号,「お゛おおっ♥！お゛っ♥！、ま、まへっ♥、イグッ♥イってるからあっ♥！」,「お゛おおっ♥！お゛っ♥！、ま、まへっ♥、イグッ♥イってるからあっ♥！」,「喔喔喔♥！喔♥！、等、等一下♥、去了♥我還在高潮啊♥！」,"""Ooooh♥! Oh♥! W-wait♥, I'm♥ still coming♥!""","「오옷 오오옷♥! 오옷 옷♥!, 자, 잠깐♥, 가버렷♥ 가버렸으니까앗♥!」",「喔喔喔♥！喔♥！、等、等一下♥、去了♥我还在高潮啊♥！」
,,,,,,,
Kei.DLC_BrainWash2-87,,パンッ！パンッ！パンッ！パンッ！,パンッ！パンッ！パンッ！パンッ！,啪！啪！啪！啪！,Slap... Slap... Slap...,팡! 팡! 팡! 팡!,啪！啪！啪！啪！
,,,,,,,
Kei.DLC_BrainWash2-88,K22号,「お゛っ♥！チンポッ♥！死ぬッ♥！簡単にイクッ♥」,「お゛っ♥！チンポッ♥！死ぬッ♥！簡単にイクッ♥」,「喔♥！肉棒♥！要死了♥！輕易地就高潮了♥」,"""Oh♥! So deep♥! I'll die♥! Coming so easily♥""",「오옷 옷♥! 자지♥! 죽어엇♥! 쉽게 가버렷♥」,「喔♥！肉棒♥！要死了♥！轻易地就高潮了♥」
,,,,,,,
Kei.DLC_BrainWash2-89,Kei debauchery DLC 1-13,ドクッ、ビュルルル！ビュルッ！！,ドクッ、ビュルルル！ビュルッ！！,噗嚕、咻嚕嚕嚕！咻嚕！！,"Throb, spurt! Spurt!!","도큣, 뷰르르르! 뷰릇!!",噗噜、咻噜噜噜！咻噜！！
,,,,,,,
Kei.DLC_BrainWash2-90,,「お゛っ♥お゛っ♥！またっ、中だしいぃッ♥？！」,「お゛っ♥お゛っ♥！またっ、中だしいぃッ♥？！」,「喔♥喔♥！又、又中出了♥？！」,"""Oh♥ oh♥! Another creampieeeeeee♥?!""","「오옷 옷♥오옷 옷♥! 또, 안에 싸기잇♥?!」",「喔♥喔♥！又、又中出了♥？！」
,,,,,,,
Kei.DLC_BrainWash2-91,,「オラッ！戦闘できない分オナホとしての役割は果たせっ！」,「オラッ！戦闘できない分オナホとしての役割は果たせっ！」,「喂！不能戰鬥的部分，就好好盡到自慰套的職責！」,"""Come on! Since you can't fight, at least be a proper pocket pussy!""",「자! 전투 못 하는 만큼 오나홀로서의 역할은 다해!」,「喂！不能战斗的部分，就好好尽到自慰套的职责！」
,,,,,,,
Kei.DLC_BrainWash2-92,,「き、きぃーーーッ！申し訳ありませんっ！おマンコ締めますっ♥！」,「き、きぃーーーッ！申し訳ありませんっ！おマンコ締めますっ♥！」,「吱、吱ーーー！非常抱歉！我會夾緊小穴的♥！」,"""K-Kyaaaah! I apologize! I'll squeeze my pussy harder♥!""","「키, 키이ーーー잇! 죄송합니다! 보지 조이겠습니다♥!」",「吱、吱ーーー！非常抱歉！我会夹紧小穴的♥！」
,,,,,,,
Kei.DLC_BrainWash2-93,,(ぐうっ、く、クソッ♥、クソッ♥！チンポにッ♥…勝てないっ、逆らえないいぃいっ♥！！),(ぐうっ、く、クソッ♥、クソッ♥！チンポにッ♥…勝てないっ、逆らえないいぃいっ♥！！),（唔、可、可惡♥、可惡♥！肉棒♥…贏不了、無法反抗啊♥！！）,"(Guh, d-damn♥, damn♥! I can't♥... can't win, can't resist these cocks♥!!)","(크윽, 제, 젠장♥, 젠장♥! 자지에♥… 이길 수 없어, 거역할 수 없어어어잇♥!!)",（唔、可、可恶♥、可恶♥！肉棒♥…赢不了、无法反抗啊♥！！）
,,,,,,,
Kei.DLC_BrainWash2-94,,(うおっ♥、チンポでっ♥、頭ッ♥、何も考えられなくなるうっ♥♥！),(うおっ♥、チンポでっ♥、頭ッ♥、何も考えられなくなるうっ♥♥！),（喔喔♥、被肉棒♥、腦袋♥、什麼都無法思考了♥♥！）,"(Uoh♥, my head♥ can't think of anything♥♥!)","(으옷♥, 자지로♥, 머릿속♥, 아무 생각도 할 수 없게 돼애♥♥!)",（喔喔♥、被肉棒♥、脑袋♥、什么都无法思考了♥♥！）
,,,,,,,
Kei.DLC_BrainWash2-95,,(～～～～～～～～～～ッ♥！！！),(～～～～～～～～～～ッ♥！！！),（～～～～～～～～～～♥！！！）,(...♥!!!),(~~~~~~~~~~윽♥!!!),（～～～～～～～～～～♥！！！）
,,,,,,,
Kei.DLC_BrainWash2-96,,その後Ｋ22号は何人もの男戦闘員によって朝までハメ続けられるのだった。,その後Ｋ22号は何人もの男戦闘員によって朝までハメ続けられるのだった。,在那之後，K22號就這樣被好幾個男性戰鬥員一路幹到了早上。,"After that, K22 continued to be fucked by multiple male soldiers until morning.",그 후 K22호는 여러 명의 남성 전투원에 의해 아침까지 계속 박히는 것이었다.,在那之后，K22号就这样被好几个男性战斗员一路干到了早上。
,,,,,,,
,,,,,,,
,,,,,,,
Kei.DLC_BrainWash2-97,2-6と2-7は使わない,――――数時間後,――――数時間後,――――數小時後,Several hours later...,――――수 시간 후,――――数小时后
,,,,,,,
Kei.DLC_BrainWash2-98,,パンッ！パンッ！パンッ！パンッ！,パンッ！パンッ！パンッ！パンッ！,啪！啪！啪！啪！,Slap... Slap... Slap...,팡! 팡! 팡! 팡!,啪！啪！啪！啪！
,,,,,,,
Kei.DLC_BrainWash2-99,Ｋ22号,「お゛っ………、お゛おっ…………♥」,「お゛っ………、お゛おっ…………♥」,「喔………、喔喔…………♥」,"""Oh... Ooh...♥""","「오옷 옷………, 오옷 오옷…………♥」",「喔………、喔喔…………♥」
,,,,,,,
Kei.DLC_BrainWash2-100,男戦闘員,「ふうっ……もう朝じゃねえか。」,「ふうっ……もう朝じゃねえか。」,「呼……已經早上了啊。」,"""Phew... It's morning already.""",「후웃…… 벌써 아침이잖아.」,「呼……已经早上了啊。」
,,,,,,,
Kei.DLC_BrainWash2-101,Kei debauchery DLC 2ｰ1,「全員3回は出したか？全くこのコイツは良いオナホだぜ。」,「全員3回は出したか？全くこのコイツは良いオナホだぜ。」,「全部的人都射了3次嗎？這傢伙真是個好用的自慰套。」,"""Did everyone come at least 3 times? This one makes a great pocket pussy.""",「전원 3번은 쌌나? 정말 이 녀석은 좋은 오나홀이야.」,「全部的人都射了3次吗？这家伙真是个好用的自慰套。」
,,,,,,,
Kei.DLC_BrainWash2-102,,「ははっ！ハメ潰されてカエルみてえにひっくり返りやがって。」,「ははっ！ハメ潰されてカエルみてえにひっくり返りやがって。」,「哈哈！被幹到癱掉，像隻青蛙一樣翻肚了。」,"""Haha! Look at her flipped over like a frog after all that sex.""",「하핫! 박혀서 개구리처럼 뒤집혔잖아.」,「哈哈！被干到瘫掉，像只青蛙一样翻肚了。」
,,,,,,,
Kei.DLC_BrainWash2-103,,「それにお前らが出し過ぎたせいでマンコから精液が逆流してんじゃねえかｗどんだけ中出しされたんだ？」,「それにお前らが出し過ぎたせいでマンコから精液が逆流してんじゃねえかｗどんだけ中出しされたんだ？」,「而且都是因為你們射太多了，精液都從小穴裡倒流出來了ｗ到底是中出了多少啊？」,"""Plus you guys came so much that semen's flowing back out of her pussy. How many creampies did she take?""",「게다가 너희들이 너무 싸서 보지에서 정액이 역류하고 있잖아ㅋ 얼마나 안에 싼 거야?」,「而且都是因为你们射太多了，精液都从小穴里倒流出来了ｗ到底是中出了多少啊？」
,,,,,,,
Kei.DLC_BrainWash2-104,,「お゛……っ♥、お゛゛っ…………♥♥」,「お゛……っ♥、お゛゛っ…………♥♥」,「喔……♥、喔喔…………♥♥」,"""Oh...♥ Ohhh...♥♥""","「오옷 ……윽♥, 오옷 옷 윽…………♥♥」",「喔……♥、喔喔…………♥♥」
,,,,,,,
Kei.DLC_BrainWash2-105,,Ｋ22号はピクピクとしか動かない,Ｋ22号はピクピクとしか動かない,K22號只能微微地抽動著,K22 could only twitch slightly,K22호는 피크피크 움직일 뿐이다,K22号只能微微地抽动着
,,,,,,,
Kei.DLC_BrainWash2-106,Kei debauchery DLC 2-4,「オラッ！Ｋ22号、任務の時間だ！いつまでも寝てないでとっとと戦闘服を着ろ！」,「オラッ！Ｋ22号、任務の時間だ！いつまでも寝てないでとっとと戦闘服を着ろ！」,「喂！K22號、任務時間到了！別一直睡了，快點把戰鬥服穿上！」,"""Hey! K22, it's time for your mission! Stop lying around and get your combat suit on!""","「자! K22호, 임무 시간이다! 언제까지 자지 말고 빨리 전투복 입어!」",「喂！K22号、任务时间到了！别一直睡了，快点把战斗服穿上！」
,,,,,,,
Kei.DLC_BrainWash2-107,,「お゛おおっ♥き、キィーーーーッ！！」,「お゛おおっ♥き、キィーーーーッ！！」,「喔喔喔♥吱、吱ーーーー！！」,"""Ohhh... Kiiiiiii!""","「오옷 오오옷♥ 키, 키이ーーーー잇!!」",「喔喔喔♥吱、吱ーーーー！！」
,,,,,,,
Kei.DLC_BrainWash2-108,,「ゴボッ、ゴボッ、うげっ……わ、わかりましたっ！」,「ゴボッ、ゴボッ、うげっ……わ、わかりましたっ！」,「咕啵、咕啵、唔呃……我、我知道了！」,"""Ahem, ugh, G-got it!""","「곱봇, 곱봇, 윽…… 아, 알겠습니다!」",「咕啵、咕啵、唔呃……我、我知道了！」
,,,,,,,
Kei.DLC_BrainWash2-109,,(お゛っ♥…おまんこっ…ハメられすぎて…あ、あたまがっ…っ♥),(お゛っ♥…おまんこっ…ハメられすぎて…あ、あたまがっ…っ♥),（喔♥…小穴…被幹過頭了…腦、腦袋…♥）,(Oh♥... after so much sex... m-my head...♥),"(오옷 옷♥… 보지… 너무 박혀서… 머, 머리가…윽♥)",（喔♥…小穴…被干过头了…脑、脑袋…♥）
,,,,,,,
Kei.DLC_BrainWash2-110,,そしてＫ22号は戦闘員の姿となり,そしてＫ22号は戦闘員の姿となり,然後K22號換上了戰鬥員的服裝,And K22 put on her combat suit to become a soldier,그리고 K22호는 전투원의 모습이 되어,然后K22号换上了战斗员的服装
,,,,,,,
Kei.DLC_BrainWash2-111,,「まだ見てる視聴者共に最後になんか挨拶しろ。」,「まだ見てる視聴者共に最後になんか挨拶しろ。」,「對那些還在看的觀眾們做最後的問候吧。」,"""Say something to those who are still watching.""",「아직 보고 있는 시청자들에게 마지막으로 뭔가 인사해라.」,「对那些还在看的观众们做最后的问候吧。」
,,,,,,,
Kei.DLC_BrainWash2-112,,「ケホッ、き、キィーーーーッ！！まだ見てる視聴者っ……！」,「ケホッ、き、キィーーーーッ！！まだ見てる視聴者っ……！」,「咳、吱、吱ーーーー！！還在看的觀眾們……！」,"""Ahem, kiiiii! If you're still watching...!""","「케홋, 키, 키이ーーーー잇!! 아직 보고 있는 시청자……!」",「咳、吱、吱ーーーー！！还在看的观众们……！」
,,,,,,,
Kei.DLC_BrainWash2-113,,「いつでも私っ…Ｋ22号の上官になってハメられるから…！君も戦闘員として私達の仲間にならないかっ…！」,「いつでも私っ…Ｋ22号の上官になってハメられるから…！君も戦闘員として私達の仲間にならないかっ…！」,「隨時都能成為我…K22號的上司來幹我喔…！你想不想也成為戰鬥員，加入我們的行列…！」,"""You... If you become my senior, then you can fuck me! Why don't you join us and become a soldier?""",「언제든지 나… K22호의 상관이 되어 박을 수 있으니까…! 너도 전투원으로서 우리 동료가 되지 않을래…!」,「随时都能成为我…K22号的上司来干我喔…！你想不想也成为战斗员，加入我们的行列…！」
,,,,,,,
Kei.DLC_BrainWash2-114,,「私はいつでも君たちのおちんぽを待っている……からっ…！私と一緒に…財団に忠誠をっ！」,「私はいつでも君たちのおちんぽを待っている……からっ…！私と一緒に…財団に忠誠をっ！」,「我隨時都在等著你們的肉棒……所以…！和我一起…向財團獻上忠誠吧！」,"""I'm always waiting to be fucked by your cocks... Glory to the Foundation!""",「나는 언제나 너희들의 자지를 기다리고 있어…… 그러니까…! 나와 함께… 재단에 충성을!」,「我随时都在等着你们的肉棒……所以…！和我一起…向财团献上忠诚吧！」
,,,,,,,
Kei.DLC_BrainWash2-115,,「キィーーーーーーッ！！」,「キィーーーーーーッ！！」,「吱ーーーーーー！！」,"""Kiiiiiiii!!""",「키이ーーーーーー잇!!」,「吱ーーーーーー！！」
,,,,,,,
Kei.DLC_BrainWash2-116,,――――――――,――――――――,――――――――,――――――――,――――――――,――――――――
,,,,,,,
Kei.DLC_BrainWash2-117,,――――,――――,――――,――――,――――,――――
,,,,,,,
Kei.DLC_BrainWash2-118,,ー,ー,ー,ー,ー,ー
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Akiho DLC,注釈,明穂＆クローン戦闘員,明穂＆クローン戦闘員,,,,
Record.AkihoDLC,,【明穂＆クローン戦闘員】,【明穂＆クローン戦闘員】,【明穗＆克隆戰鬥員】,[Akiho & Clone Soldier],【아키호 ＆ 클론 전투원】,【明穗＆克隆战斗员】
Record.AkihoDLC-1,Akiho DLC 1-1 ,深夜、財団アジトの一室にて…,深夜、財団アジトの一室にて…,深夜，財團基地的一室內…,"Late at night, in a room at the Foundation hideout...","심야, 재단 아지트의 한 방에서…",深夜，财团基地的一室内…
,,,,,,,
Record.AkihoDLC-2,クローン戦闘員１,「ぺろっ…ぺろっ……ふうっ♥……」,「ぺろっ…ぺろっ……ふうっ♥……」,「舔…舔……呼♥……」,"""Lick... lick... fuu♥...""",「낼름… 낼름…… 후웃♥……」,「舔…舔……呼♥……」
,,,,,,,
Record.AkihoDLC-3,クローン戦闘員２,「ちゅるっ…れろっ…はあっ♥、……いかがですか……明穂様………♥」,「ちゅるっ…れろっ…はあっ♥、……いかがですか……明穂様………♥」,「啾嚕…舔喔…哈啊♥、……明穗大人…您覺得如何………♥」,"""Slurp... lick... haa♥... How is it... Lady Akiho...♥""","「츄르릅… 레롯… 하앗♥, …… 어떻습니까…… 아키호 님………♥」",「啾噜…舔喔…哈啊♥、……明穗大人…您觉得如何………♥」
,,,,,,,
Record.AkihoDLC-4,明穂,「アハハハハッ！いいよぉ♥！じょうずじょうず～♥！」,「アハハハハッ！いいよぉ♥！じょうずじょうず～♥！」,「啊哈哈哈哈！很好喔♥！很棒很棒～♥！」,"""Ahahahaha! Good♥! So skilled♥!""",「아하하하핫! 좋아♥! 잘한다 잘해~♥!」,「啊哈哈哈哈！很好喔♥！很棒很棒～♥！」
,,,,,,,
Record.AkihoDLC-5,,「アハッ♥、改造手術でこんな立派なおちんちん貰っちゃったけどいい感じ！」,「アハッ♥、改造手術でこんな立派なおちんちん貰っちゃったけどいい感じ！」,「啊哈♥、透過改造手術得到了這麼優秀的肉棒，感覺真不錯！」,"""Aha♥, I got this impressive dick from the modification surgery and it feels great!""","「아핫♥, 개조 수술로 이런 훌륭한 자지 받아버렸지만 좋은 느낌!」",「啊哈♥、透过改造手术得到了这么优秀的肉棒，感觉真不错！」
,,,,,,,
Record.AkihoDLC-6,,「こうやって毎日クローンちゃんと遊べるんだから…♥」,「こうやって毎日クローンちゃんと遊べるんだから…♥」,「可以像這樣每天和克隆妹妹們玩…♥」,"""Now I can play with the clone girls every day like this...♥""",「이렇게 매일 클론쨩이랑 놀 수 있으니까…♥」,「可以像这样每天和克隆妹妹们玩…♥」
,,,,,,,
Record.AkihoDLC-7,,「アハッ♥、クローンちゃん達？パコパコされる前にしっかり濡らしておかないとね～♥？」,「アハッ♥、クローンちゃん達？パコパコされる前にしっかり濡らしておかないとね～♥？」,「啊哈♥、克隆醬們？在被插之前要好好地自己弄濕喔～♥？」,"""Aha♥, clone girls? You need to get wet before we start♥?""","「아핫♥, 클론쨩들? 파코파코 당하기 전에 제대로 적셔두지 않으면 안 되지~♥?」",「啊哈♥、克隆酱们？在被插之前要好好地自己弄湿喔～♥？」
,,,,,,,
Record.AkihoDLC-8,,「あっ、そこの私のおちんちん舐めてるの！072号ちゃん？ちょっとさぼってない？」,「あっ、そこの私のおちんちん舐めてるの！072号ちゃん？ちょっとさぼってない？」,「啊，那邊正在舔我的肉棒的！是072號醬嗎？妳是不是有點偷懶了？」,"""Ah, you there licking my dick! 072? Aren't you slacking a bit?""","「앗, 거기 내 자지 핥고 있는 거! 072호쨩? 좀 게으름 피우고 있지 않아?」",「啊，那边正在舔我的肉棒的！是072号酱吗？你是不是有点偷懒了？」
,,,,,,,
Record.AkihoDLC-9,072号,「－も、申し訳ございませんっ！」,「－も、申し訳ございませんっ！」,「－非、非常抱歉！」,"""...M-My apologies!""","「-죄, 죄송합니다!」",「－非、非常抱歉！」
,,,,,,,
Record.AkihoDLC-10,072号,ちゅるっ！ちゅるるるっ♥！,ちゅるっ！ちゅるるるっ♥！,啾嚕！啾嚕嚕嚕♥！,Slurp! Slurrrp♥!,츄르릅! 츄르르르릇♥!,啾噜！啾噜噜噜♥！
,,,,,,,
Record.AkihoDLC-11,明穂,「ふふーん♥、そうそう、それでいいの！ちゃんとやらないと下級戦闘員に降格しちゃうからね？」,「ふふーん♥、そうそう、それでいいの！ちゃんとやらないと下級戦闘員に降格しちゃうからね？」,「呼哼♥、對對，這樣才對！如果沒做好，可是會被降級成下級戰鬥員的喔？」,"""Mhmm♥, yes yes, that's better! If you don't do it properly, you'll be demoted to a junior soldier, you know?""","「후후웅♥, 그래그래, 그거면 돼! 제대로 안 하면 하급 전투원으로 강등될 테니까?」",「呼哼♥、对对，这样才对！如果没做好，可是会被降级成下级战斗员的喔？」
,,,,,,,
Record.AkihoDLC-12,,「いやー、六花のクローンちゃんはほんと便利だね！強いだけじゃなくてオナホにもなって最高！」,「いやー、六花のクローンちゃんはほんと便利だね！強いだけじゃなくてオナホにもなって最高！」,「呀～六花的克隆醬們真是方便呢！不只強大，還能當自慰套，太棒了！」,"""Man, Rikka's clones are really convenient! Not only are they strong, but they're perfect pocket pussies!""","「이야~, 릿카 클론쨩은 정말 편리하네! 강할 뿐만 아니라 오나홀도 되고 최고!」",「呀～六花的克隆酱们真是方便呢！不只强大，还能当自慰套，太棒了！」
,,,,,,,
Record.AkihoDLC-13,,「…あれ？そういえばオリジナルの六花ってどうなったんだっけ？死んじゃった？」,「…あれ？そういえばオリジナルの六花ってどうなったんだっけ？死んじゃった？」,「…咦？話說回來，原本的六花後來怎麼樣了？死掉了嗎？」,"""...Huh? Speaking of which, what happened to the original Rikka? Did she die?""",「…어라? 그러고 보니 오리지널 릿카는 어떻게 됐더라? 죽었나?」,「…咦？话说回来，原本的六花后来怎么样了？死掉了吗？」
,,,,,,,
Record.AkihoDLC-14,クローン戦闘員１,「……いえ、記録によると聖核戦姫：水無瀬六花は敗北して記憶を消去された後、洗脳を施され私達クローン戦闘員の一体となりました。」,「……いえ、記録によると聖核戦姫：水無瀬六花は敗北して記憶を消去された後、教育を施され私達クローン戦闘員の一体となりました。」,「……不，根據紀錄，聖核戰姫：水無瀨六花在敗北並被消除記憶後，經過了教育，成為了我們克隆戰鬥員的一員。」,"""...No, according to records, Holy Core Battlemaiden Rikka Minase was defeated, had her memories erased, was re-educated, and became one of us clone combatants.""","「……아니요, 기록에 따르면 성핵전희: 미나세 릿카는 패배하여 기억을 소거당한 후, 교육를 받아 저희 클론 전투원 중 하나가 되었습니다.」",「……不，根据纪录，圣核战姫：水无濑六花在败北并被消除记忆后，经过了教育，成为了我们克隆战斗员的一员。」
,,,,,,,
Record.AkihoDLC-15,,「アハハハッ！そうなんだ…！まあ、正直どうでもいいんだけど…！」,「アハハハッ！そうなんだ…！まあ、正直どうでもいいんだけど…！」,「啊哈哈哈！原來如此…！不過說實話，我不太在意就是了…！」,"""Ahahahaha! Is that so...! Well, I honestly don't care...!""","「아하하하핫! 그렇구나…! 뭐, 솔직히 아무래도 좋지만…!」",「啊哈哈哈！原来如此…！不过说实话，我不太在意就是了…！」
,,,,,,,
Record.AkihoDLC-16,,「ふうん…じゃあもしかしたらこの中にその六花がいたりして！アハハッ！」,「ふうん…じゃあもしかしたらこの中にその六花がいたりして！アハハッ！」,「唔嗯…那說不定這個房間裡就有那個六花呢！啊哈哈！」,"""Hmm... So maybe one of the clones here is Rikka! Ahaha!""",「흐음… 그럼 혹시 이 안에 그 릿카가 있을지도! 아하핫!」,「唔嗯…那说不定这个房间里就有那个六花呢！啊哈哈！」
