Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Korean_Steam,English_Steam,Simplified Chinese_Steam
Dialog.Chapter4-3-69,触手怪人,「！、了解しました！」,「！、了解しました！」,「！明白了！」,"""! I understand!""","「!, 알겠습니다!」","""Roger that!""",「！明白了！」
,,,,,,,,
Dialog.Chapter4-3-70,京(変身),「ん～、やっと気が付いた？これは私の聖核エネルギーを利用した発信機だよ…」,「ん～、やっと気が付いた？これは私の聖核エネルギーを利用した発信機だよ…」,「嗯～終於發現了？這個是利用我的聖核能量運作的發信器喔……」,"Hmmm, did you finally notice? It's a transmitter that harnesses my Seikaku energy...""","「음~, 드디어 눈치챘어? 이건 내 성핵 에너지를 이용한 발신기야…」","""You finally realized, huh? This is a transmitter that uses my Holy Core energy.""",「嗯～终于发现了？这个是利用我的圣核能量运作的发信器喔……」
,,,,,,,,
Dialog.Chapter4-3-71,,「ここは電波が届かないからね…私の聖核エネルギーで位置情報を伝達しているのさ」,「ここは電波が届かないからね…私の聖核エネルギーで位置情報を伝達しているのさ」,「因為這裡收不到任何電波嘛……所以就用我的聖核能量來傳送位置資訊。」,There's no radio reception here...so I use my Seikaku energy to transmit my location information.,「여기는 전파가 닿지 않으니까… 내 성핵 에너지로 위치 정보를 전달하고 있었지」,"""Since there's no signal here, I had to send them my location through my Holy Core energy.""",「因为这里收不到任何电波嘛……所以就用我的圣核能量来传送位置资讯。」
,,,,,,,,
Dialog.Chapter4-3-72,,「…まあ、今更遅いけど」,「…まあ、今更遅いけど」,「……不過，說真的，現在才注意到未免也太晚了。」,"...well, it's a little late for that now.""","「…뭐, 이제 와서 늦었지만」","""Well, too late now.""",「……不过，说真的，现在才注意到未免也太晚了。」
,,,,,,,,
Dialog.Chapter4-3-73,005号,「っ、このっ！、―――ッ？！来ます！衝撃に備えてください！」,「っ、このっ！、―――ッ？！来ます！衝撃に備えてください！」,「可、可惡……！―――？！要來了！準備承受衝擊！」,"You! You...? It's coming! Brace for impact!""","「윽, 이!, ―――윽?! 옵니다! 충격에 대비하십시오!」","""You... It's coming! Brace for impact!""",「可、可恶……！―――？！要来了！准备承受冲击！」
,,,,,,,,
Dialog.Chapter4-3-74,,その瞬間、部屋の壁が轟音と共に砕け散る,その瞬間、部屋の壁が轟音と共に砕け散る,下一瞬間，房間的牆壁伴隨著轟鳴聲整面崩裂。,"At that moment, the walls of the room shatter with a roar.","그 순간, 방의 벽이 굉음과 함께 부서진다",The room's wall shattered with a loud noise.,下一瞬间，房间的墙壁伴随着轰鸣声整面崩裂。
,那由多(黒影),,,,,,,
Dialog.Chapter4-3-75,???,「……やっと辿り着きました。ここが財団日本支部の本丸ですか」,「……やっと辿り着きました。ここが財団日本支部の本丸ですか」,「……總算讓我追到這裡了。這裡就是財團日本分部的核心嗎？」,"I finally arrived at ....... Is this the main office of the Foundation's Japan branch?""",「……겨우 도착했습니다. 여기가 재단 일본 지부의 본거지입니까」,"""Finally, here I am. Is this the Foundation's headquarters in Japan?""",「……总算让我追到这里了。这里就是财团日本分部的核心吗？」
,,,,,,,,
Dialog.Chapter4-3-76,005号,「…っ！、72号！侵入者を捕えます！同時に攻撃を！」,「…っ！、72号！侵入者を捕えます！同時に攻撃を！」,「…！72號！抓住入侵者！同時發動攻擊！」,"""...! No. 72! We will seize the intruder! Attack at the same time!","「…윽!, 72호! 침입자를 잡습니다! 동시에 공격을!」","""...072, capture the intruder! Attack now!""",「…！72号！抓住入侵者！同时发动攻击！」
,,,,,,,,
Dialog.Chapter4-3-77,072号,「！、はいっ！」,「！、はいっ！」,「！是！」,"""! Yes!","「!, 네!」","""R-Roger that!""",「！是！」
,,,,,,,,
,,戦闘開始,戦闘開始,戰鬥開始,戦闘開始,전투 시작,Combat Starts,战斗开始
,,,,,,,,
,,戦闘終了,戦闘終了,戰鬥結束,戦闘終了,전투 종료,Combat Ends,战斗结束
,,,,,,,,
Dialog.Chapter4-3-78,,005号と072号は意識を失い床に崩れ落ちる,005号と072号は意識を失い床に崩れ落ちる,005號和072號失去意識，倒在地板上。,Nos. 005 and 072 lose consciousness and crumple to the floor.,005호와 072호는 의식을 잃고 바닥에 쓰러진다,"005 and 072 fell to the ground, unconscious.",005号和072号失去意识，倒在地板上。
,,,,,,,,
Dialog.Chapter4-3-79,那由多(普通の立ち絵),「安心してください、峰打ちです。ここにいる者は全員後で回収しますから」,「安心してください、峰打ちです。ここにいる者は全員後で回収しますから」,「請放心，我只是把刀背朝上打昏而已。這裡的所有人，之後我都會一併回收。」,"Don't worry, it's just a peak. We'll collect everyone here later.""","「안심하십시오, 칼등으로 쳤습니다. 여기에 있는 자는 전원 나중에 회수할 테니」","""Please don't worry, I just knocked them out. We will be capturing everyone here later.""",「请放心，我只是把刀背朝上打昏而已。这里的所有人，之后我都会一并回收。」
,,,,,,,,
Dialog.Chapter4-3-80,京,「おー、流石。やっぱり会長は頼りになるね」,「おー、流石。やっぱり総司令は頼りになるね」,「喔～不愧是總司令，果然可靠呢。」,"""Oh, that's great. I knew I could count on the chairman.""","「오-, 역시. 역시 총사령관은 믿음직스럽네」","""I knew I could count on you, Commander.""",「喔～不愧是总司令，果然可靠呢。」
,,,,,,,,
Dialog.Chapter4-3-81,???,「おや…京さん！そこにいましたか」,「おや…京さん！そこにいましたか」,「喔呀……京小姐！原來妳在那裡啊。」,"Oh...Mr. Kei! There you are.""",「어머… 케이 씨! 거기에 있었습니까」,"""Kei! Here you are.""",「喔呀……京小姐！原来你在那里啊。」
,,,,,,,,
Dialog.Chapter4-3-82,触手怪人＆京,「ぐうっ、！おい、そこの女！これ以上動くな！コイツがどうなってもいいのか？」,「ぐうっ、！おい、そこの女！これ以上動くな！コイツがどうなってもいいのか？」,「呃…！喂，那邊那個女人！再動一步試試看！妳不在乎這傢伙的死活嗎！」,"Gosh,"" she said! Hey, there, woman! Don't move any further! What do you care what happens to him?""","「크윽,! 어이, 거기 여자! 더 이상 움직이지 마라! 이 녀석이 어떻게 돼도 좋으냐?」","""Ugh... Hey, don't move if you don't want anything to happen to her!""",「呃…！喂，那边那个女人！再动一步试试看！你不在乎这家伙的死活吗！」
,,,,,,,,
Dialog.Chapter4-3-83,,その瞬間、京を拘束していた触手怪人の触手が全て宙に舞う,その瞬間、京を拘束していた触手怪人の触手が全て宙に舞う,就在那一瞬間，拘束著京的觸手怪人所有觸手全都飛散在空中。,"At that moment, all the tentacles of the tentacle monster that was restraining Kei fly into the air.","그 순간, 케이를 구속하고 있던 촉수 괴인의 촉수가 전부 공중으로 흩날린다","Suddenly, all the tentacles that were wrapped around Kei flailed.",就在那一瞬间，拘束着京的触手怪人所有触手全都飞散在空中。
,,,,,,,,
Dialog.Chapter4-3-84,触手怪人,「……？？！、ぐあっ、俺の腕がっ？！」,「……？？！、ぐあっ、俺の腕がっ？！」,「……？！呃啊，我的手臂被？！」,"""......? Oh, my arm!","「……??!, 크악, 내 팔이!?」","""?? Agh! My arms!""",「……？！呃啊，我的手臂被？！」
,,,,,,,,
Dialog.Chapter4-3-85,???,「怪人に情けはありません。消えなさい」,「怪人に情けはありません。消えなさい」,「對怪人我是不會手下留情的。給我消失吧。」,"There is no mercy for monsters. Go away.""",「괴인에게 자비는 없습니다. 사라지십시오」,"""I don't show mercy to monsters. Die.""",「对怪人我是不会手下留情的。给我消失吧。」
,,,,,,,,
Dialog.Chapter4-3-86,京,「ふう、ありがとう会長、助かったよ。発信機がちゃんと機能してよかった」,「ふう、ありがとう総司令、助かったよ。発信機がちゃんと機能してよかった」,「呼……謝啦，總司令，救了我一命。發信器有正常運作真是太好了。」,"I'm glad the transmitter is working properly."" I'm glad the transmitter is working properly.""","「후우, 고마워 총사령관, 살았어. 발신기가 제대로 작동해서 다행이야」","""Thank you, Commander. I'm glad the transmitter worked.""",「呼……谢啦，总司令，救了我一命。发信器有正常运作真是太好了。」
,,,,,,,,
Dialog.Chapter4-3-87,???,「いいえ、こちらこそありがとうございます。貴女が誘導してくれたおかげでここまで辿り着けました」,「いいえ、こちらこそありがとうございます。貴女が誘導してくれたおかげでここまで辿り着けました」,「不，該道謝的是我這邊。多虧妳在前面引路，我才能追到這裡來。」,"No, thank you very much. Thanks to your guidance, I got here.""","「아뇨, 이쪽이야말로 감사합니다. 당신이 유도해준 덕분에 여기까지 도착할 수 있었습니다」","""No, thank YOU for guiding us to this place.""",「不，该道谢的是我这边。多亏你在前面引路，我才能追到这里来。」
,,,,,,,,
Dialog.Chapter4-3-88,???,「…さて、貴方がここの最高責任者でしょうか」,「…さて、貴方がここの最高責任者でしょうか」,「……那麼，你就是這裡的最高負責人吧？」,"Now, are you the chief executive here?","「…자, 당신이 이곳의 최고 책임자입니까」","""Are you the one in charge here?""",「……那么，你就是这里的最高负责人吧？」
,,,,,,,,
Dialog.Chapter4-3-88(1),SEL,……そうだ,……そうだ,……沒錯。,...... Yes.,……그렇다,...Yes.,……没错。
,,,,,,,,
Dialog.Chapter4-3-89,那由多,「一応自己紹介を。聖核戦姫、コード：オブシディアン。聖月女学園生徒会長“八雲 那由多”です」,「一応自己紹介を。聖核戦姫、コード：オブシディアン。ホーリーコア・レギオン総司令『八雲 那由多』です」,「先做個自我介紹好了。我是聖核戰姫，代號：黑曜。聖核軍團的總司令──八雲那由多。」,"Her name is Nekomiya Kei, and she seems to be a student at Seigetsu Girl Academy.","「일단 자기소개를 하죠. 성핵전희, 코드: 옵시디언. 홀리코어 레기온 총사령관 “야쿠모 나유타”입니다」","""I am Holy Core Battlemaiden Code Obsidian and the Commander of Holy Core Legion, Nayuta Yagumo.""",「先做个自我介绍好了。我是圣核战姫，代号：黑曜。圣核军团的总司令──八云那由多。」
,,,,,,,,
Dialog.Chapter4-3-90,那由多,「この地下アジトは制圧しました。無駄な抵抗はせず直ちに投降しなさい」,「この地下アジトは制圧しました。無駄な抵抗はせず直ちに投降しなさい」,「這座地下基地已經被我完全制壓了。別再做無謂的抵抗，請您立刻投降吧。」,This underground hideout is now under control. Do not resist in vain and surrender immediately.,「이 지하 아지트는 제압했습니다. 쓸데없는 저항은 하지 말고 즉시 투항하십시오」,"""I have conquered this underground hideout. Please surrender without further resistance.""",「这座地下据点已经被我完全制压了。别再做无谓的抵抗，请您立刻投降吧。」
